payment_id,booking_id,customer_email,amount_gross,currency,tax_amount,fee_amount,amount_net,status,payment_method,gateway,gateway_payment_ref,invoice_no,receipt_no,paid_at,refunded_at,refund_ref,country_of_card,card_brand,last4,installments,chargeback_flag,created_at,source_system,notes
900328,379,NaN,"40,00",Sek,NULL,,,payed,card,manual,pi_054SKV1HG6LT,,,2024-01-14 14:12,,,GB,,3291,,no,2024-01-14 14:12,,
900329,222,maríalóp917@gmail.com,35,EUR,,2.52,,Pending,Card,square,,n/a,,07/01/2024 12:04,,NULL,SE,visa,,,0,2024/01/07 12:04,square_export,duplicate
900330,512,emmajoha970@company.se,35,EUR,,2.52,,paid,bank transfer,stripe,NULL,,RCPT_0QXERH9,2024/03/21 07:01,,,SE,visa,,3,no,,pos,
900331,396,user2929@email.com,15,Sek,,,,failed,card,stripe,pi_SXE2CZYNQKI6,INV-202401-1734,,2024-01-07T12:25:00,,NULL,NULL,,3730,,1,,manual_sheet,duplicate
900332,293,liamande@gmail.com,35,NaN,8.75,"1,50",n/a,payed,bank_transfer,klarna,,,RCPT_Z697J7D,08/04/2024 20:45,,,SE,,7101,,,,stripe_export,manual correction
900333,120,saralind@gmail.com,40,SEK ,10.0,,NULL,paid,SWISH,square,,,,2024-01-11T16:38:00,,,,NaN,5297,3,,2024/01/11 16:38,,
900334,314,NULL,60,€,15.0,"1,50",56.76,Pending,swish,stripe,,NULL,,,NULL,NaN,,NaN,,,,2024/04/01 14:28,,duplicate
900335,634,sofiaand@email.com,40,SEK ,,"1,50",,payed,SWISH,square,ch_KP6BU7KIHW,,NaN,,,,,NaN,,NULL,0,2024/03/12 17:16,square_export,
900336,575,oliviali@email.com,40,€,10.0,NaN,,paid,bank transfer,klarna,,,,,,,,VISA,3354,,yes,2024/01/21 14:00,,
900337,1151,norahans586@gmail.com,60,Sek,,"1,50",,failed,card,square,pi_LJ3AG197YTR0,,NULL,04/04/2024 17:44,,n/a,,,2748,,,2024/04/04 17:44,pos,n/a
900338,977,oliviali@email.com,60,Sek,,,56.76,Pending,swish,klarna,ch_QF6OGC4KZT,,RCPT_FZIGXLM,2024-02-11T10:29:00,NaN,,SE,,,n/a,,,manual_sheet,
900339,1024,,NaN,SEK,5.0,,,pending,swish,klarna,pi_GISWQKKILGE9,NaN,,,NULL,,ES,visa,NaN,one,no,,NULL,
900340,132,user2506@gmail.com,20,EUR,,,,FAILED,invoice,stripe,ch_U3T2M44ING,NULL,,07/04/2024 21:06,,,SE,,n/a,2,yes,2024-04-07 21:06,stripe_export,
900341,687,NaN,40,Sek,10.0,"1,50",,failed,SWISH,manual,pi_TDKHP7JC6QBD,,,,,,,amex,,,,2024-03-08 19:00,square_export,
900342,780,mikaelås495@outlook.com,25,SEK,,,22.77,pending,bank_transfer,stripe,ch_42YOC7RR7Q,,,2024-01-08T11:55:00,,,NULL,,n/a,one,yes,2024-01-08 11:55,pos,
900343,1106,user8010@gmail.com,40,SEK ,NULL,,37.34,payed,bank transfer,klarna,,INV-202401-1004,RCPT_6ADT87Q,,NaN,,,,,one,no,2024/01/15 15:27,manual_sheet,manual correction
900344,1089,user1170@gmail.com,40,sek,,,,refunded,swish,klarna,ch_UKM3SRJ49C,NaN,,2024-02-13 18:44,n/a,,,VISA,,3,no,NaN,square_export,NaN
900345,16,n/a,60,EUR,NULL,,56.76,payd,card,stripe,,,,2024/03/26 13:34,,NULL,,NaN,,2,,2024-03-26 13:34,,partial refund
900346,627,user3240@gmail.com,40,€,NULL,,37.34,refunded,swish,manual,,,,,NULL,,,NULL,,,NULL,2024/03/14 12:05,,
900347,96,fridakar224@outlook.com,25,sek,,n/a,,payed,Card,adyen,,,,Feb 26 2024 09:02,NULL,,PT,,,NaN,,,,partial refund
900348,229,mariamal136@company.se,35,n/a,,"1,50",NULL,Paid,card,stripe,NaN,,,,n/a,,SE,,,2,1,NaN,NULL,partial refund
900349,986,mikaelås991@email.com,NaN,sek,,NULL,,payd,bank_transfer,manual,,,,02/05/2024 07:13,,NULL,PT,NaN,,,,2024-05-02 07:13,pos,NaN
900350,917,user5024@gmail.com,15,SEK,,,,Pending,invoice,manual,,,,Jan 08 2024 13:17,n/a,re_AZWTDC8AZ5,n/a,VISA,4997,one,n/a,2024-01-08 13:17,stripe_export,
900351,219,,15,EUR,NULL,,,FAILED,bank transfer,adyen,ch_60NI10IBA9,,,Apr 05 2024 12:12,NaN,,,,,2,no,NULL,manual_sheet,
900352,302,noaherik618@outlook.com,15,SEK,3.75,"1,50",13.06,Pending,Klarna,manual,,NULL,,22/02/2024 17:45,,,,n/a,,NULL,,,n/a,NaN
900353,487,user8911@gmail.com,25,€,,,NULL,FAILED,bank_transfer,stripe,pi_TZ11HD38MCQG,,,n/a,,n/a,NO,,9913,,n/a,NaN,,
900354,834,saralind694@outlook.com,60,EUR,,,,failed,swish,manual,pi_OQXQD1W4RQB9,NaN,,2024-02-06T20:46:00,,,,,5924,2,no,2024-02-06 20:46,pos,NaN
900355,91,NULL,20,€,NULL,,17.92,Pending,bank_transfer,stripe,,,RCPT_T6588XM,18/02/2024 11:30,,NaN,NO,amex,,one,no,2024/02/18 11:30,NaN,
900356,798,mariamal@gmail.com,35,SEK ,NULL,"1,50",32.48,FAILED,Klarna,manual,pi_IXUY4FTP1ST3,INV-202401-5477,RCPT_6KCRL2T,Jan 23 2024 07:53,NaN,n/a,GB,amex,NaN,NULL,n/a,2024/01/23 07:53,,
900357,884,oliviali438@outlook.com,60,SEK ,15.0,,56.76,paid,invoice,stripe,,,,2024-04-24 10:26,,NaN,GB,,5927,one,NaN,2024/04/24 10:26,stripe_export,manual correction
900358,839,n/a,35,Sek,n/a,2.52,,refunded,SWISH,stripe,,,NULL,10/05/2024 08:46,,n/a,ES,n/a,,NaN,n/a,2024-05-10 08:46,square_export,duplicate
900359,1188,emmajoha@gmail.com,60,SEK ,,3.24,56.76,pending,card,adyen,,INV-202403-6937,,Mar 09 2024 17:06,,,,,9829,one,,2024/03/09 17:06,stripe_export,duplicate
900360,923,norahans@email.com,15,SEK ,,NULL,,paid,swish,manual,NaN,,RCPT_YW2PY36,,,re_PAUK18HCNW,NO,mastercard,3317,,1,2024/03/02 14:04,pos,duplicate
900361,976,user6748@email.com,25,€,6.25,n/a,n/a,paid,card,klarna,pi_E500SMGKXHG6,INV-202401-7595,NaN,02/01/2024 17:36,,,PT,visa,,2,,2024-01-02 17:36,,manual correction
900362,535,ellaberg@email.com,25,Sek,,,22.77,paid,Card,square,pi_K5WRSJW5O8MS,,n/a,2024/02/03 18:25,,re_7AKH0MTK1Z,,,,,NaN,,manual_sheet,
900363,467,jonasnil@gmail.com,15,,3.75,,13.06,pending,bank_transfer,stripe,,INV-202404-5507,,2024-04-08T16:42:00,NaN,,PT,,,NaN,NULL,2024/04/08 16:42,,
900364,283,user1576@gmail.com,40,€,,,,Pending,swish,stripe,ch_GXS2GXLV3Y,,,Jan 15 2024 19:41,n/a,,PT,,,n/a,yes,,,duplicate
900365,845,mikaelås@gmail.com,60,SEK,NULL,"1,50",NaN,paid,swish,klarna,ch_CTZBYIPWMO,INV-202402-3971,,02/02/2024 10:56,,NULL,,visa,1934,one,yes,2024-02-02 10:56,pos,partial refund
900366,341,user4260@gmail.com,60,Sek,15.0,3.24,56.76,refunded,SWISH,square,,NULL,RCPT_X0D6C8M,2024-03-06 14:58,2024-03-06 14:58,n/a,ES,NaN,,,0,,manual_sheet,manual correction
900367,900,user9652@email.com,25,Sek,NaN,NULL,22.77,FAILED,Card,manual,,INV-202401-8401,,,,NULL,ES,amex,,2,1,2024/01/07 20:57,,duplicate
900368,785,maríalóp@email.com,40,SEK ,,"1,50",,NaN,cash,adyen,ch_TIZV6N0AYP,,n/a,23/04/2024 19:24,,,GB,NaN,6978,,,,square_export,
900369,239,user8912@email.com,40,EUR,10.0,"1,50",37.34,PAID,bank transfer,manual,NaN,,,11/04/2024 10:08,,n/a,,,NULL,NaN,1,2024-04-11 10:08,stripe_export,manual correction
900370,1162,linchen450@email.com,35,sek,n/a,2.52,,failed,invoice,manual,ch_3CS3KK6ODB,INV-202401-4870,NaN,2024-01-29 13:24,NULL,,NO,amex,,3,,2024-01-29 13:24,,
900371,923,liamande293@outlook.com,15,sek,,,NULL,failed,Card,stripe,n/a,,,Feb 29 2024 18:33,NULL,NULL,PT,,,,0,,stripe_export,
900372,416,,15.00,EUR,,NaN,,PAID,SWISH,klarna,pi_A6XG6F4JMW4B,,RCPT_U6I1N7V,,,n/a,SE,mastercard,6776,3,0,NULL,pos,partial refund
900373,716,luispere308@outlook.com,NaN,EUR,,2.23,n/a,payed,swish,square,NULL,INV-202403-4058,NULL,2024/03/16 08:34,,NaN,SE,,,,,,NaN,NaN
900374,884,sofiaand729@company.se,20,SEK,5.0,,,failed,Klarna,manual,,INV-202402-8260,,2024/02/15 18:06,,NULL,NO,NULL,,one,,n/a,square_export,
900375,670,oscarber650@outlook.com,20,€,NULL,"1,50",NULL,Pending,bank transfer,,,,,2024-05-07 22:19,NaN,n/a,NO,,,,yes,,pos,
900376,680,noaherik391@email.com,40,sek,,NaN,,pending,SWISH,klarna,NaN,,,24/04/2024 18:02,NaN,NaN,NO,mastercard,5782,,yes,,,NULL
900377,824,,40,SEK ,10.0,,,Pending,invoice,stripe,ch_HZZ81XPTPX,INV-202402-7836,,Feb 08 2024 10:49,,NaN,NO,amex,7069,,0,2024-02-08 10:49,stripe_export,
900378,316,user8605@email.com,20,SEK,,"1,50",,Refunded,,manual,pi_00UL60OFAUTB,,,Feb 21 2024 12:19,NULL,NULL,GB,,n/a,2,1,,manual_sheet,duplicate
900379,1126,oscarber577@email.com,15,EUR,3.75,"1,50",,Paid,SWISH,adyen,,,,Apr 14 2024 20:36,,,,mastercard,2146,3,,2024-04-14 20:36,pos,manual correction
900380,556,user4774@email.com,40,Sek,,,37.34,Refunded,Klarna,square,,INV-202404-9910,RCPT_VYU50JR,2024-04-09 07:28,,,NO,,2723,one,NaN,2024-04-09 07:28,manual_sheet,duplicate
900381,648,n/a,20,SEK,,2.08,17.92,PAID,bank transfer,square,,NaN,,Feb 02 2024 16:57,,n/a,PT,,NaN,one,,,stripe_export,
900382,570,,,Sek,3.75,"1,50",n/a,Paid,bank transfer,adyen,,,,,n/a,re_MWCD5I9B8R,NaN,amex,,NULL,yes,NaN,stripe_export,manual correction
900383,281,n/a,60.00,sek,15.0,,,Refunded,Klarna,adyen,,,,2024/04/04 10:22,NaN,,PT,n/a,5941,NaN,,,,
900384,1069,norahans581@company.se,35,SEK ,8.75,,,refunded,swish,stripe,,INV-202401-5993,RCPT_JHEL536,,NULL,n/a,PT,amex,7534,one,,,square_export,partial refund
900385,595,noaherik618@outlook.com,20,,NULL,,17.92,payd,Klarna,adyen,pi_F7K8UN8WIGTH,NaN,RCPT_16ERTCY,06/04/2024 11:12,,,PT,amex,,,1,,square_export,partial refund
900386,700,NULL,60,sek,15.0,3.24,,payed,card,adyen,ch_VTY16JGK48,,,,,n/a,NO,,7289,,yes,,stripe_export,
900387,335,user164@email.com,15 SEK,SEK ,,n/a,,FAILED,swish,adyen,pi_HQAH8VKJ406A,,,10/04/2024 22:26,,,GB,,4322,,NULL,2024/04/10 22:26,manual_sheet,
900388,859,erikholm288@gmail.com,40,SEK ,,NaN,,PAID,cash,square,pi_IDKO286KMTXY,INV-202404-1549,NULL,,,NULL,,VISA,,,,2024/04/10 11:16,pos,
900389,709,liamande822@email.com,60,Sek,15.0,,,Paid,SWISH,square,,,,2024-02-28T09:23:00,NULL,,,visa,,,0,2024/02/28 09:23,pos,partial refund
900390,547,maríalóp333@email.com,35,sek,,n/a,32.48,payd,Card,stripe,ch_CSYEFGX3WU,,,,n/a,NULL,NO,,NULL,3,yes,2024-02-01 08:59,square_export,duplicate
900391,213,user2041@gmail.com,40,EUR,10.0,,,NULL,Card,n/a,ch_2QCOOODYFJ,,RCPT_0R4IKGR,2024/02/13 14:40,,,NO,amex,,1,1,,manual_sheet,
900392,141,user2251@gmail.com,35,EUR,,,,payd,invoice,klarna,,,,NaN,NULL,NaN,GB,visa,,3,1,2024-03-20 10:38,pos,partial refund
900393,658,fatimakh311@gmail.com,25,sek,6.25,2.23,,,bank transfer,klarna,NaN,,,,,NULL,GB,visa,,one,NaN,,,manual correction
900394,505,sofiaand221@company.se,20,SEK ,,,,payd,SWISH,klarna,pi_SO8HMOVZXJE4,,,,NULL,,,,NULL,one,,2024/02/09 10:11,stripe_export,manual correction
900395,579,ahmedali@gmail.com,35,sek,,NaN,32.48,failed,Klarna,stripe,,,,Mar 11 2024 16:00,,,SE,amex,8678,NULL,NaN,,stripe_export,partial refund
900396,572,,40,sek,10.0,NULL,,paid,invoice,,pi_9NC9A1XQZ4W1,,,NULL,,NaN,NO,,,,,,square_export,manual correction
900397,,mikaelås991@email.com,40,SEK ,10.0,,,failed,bank transfer,,n/a,NULL,,31/03/2024 11:31,,,NO,visa,,NaN,NaN,2024/03/31 11:31,stripe_export,
900398,824,elinsven140@company.se,15,EUR,,1.94,13.06,FAILED,bank_transfer,manual,pi_UF9P6LX84OFS,,RCPT_VWK3JXK,,,NULL,PT,,NaN,n/a,0,2024/01/02 17:02,,duplicate
900399,528,erikholm220@email.com,20,NaN,,,17.92,Refunded,Klarna,square,,,,12/04/2024 16:49,n/a,NaN,,,2378,,no,,square_export,
900400,338,user532@email.com,20,EUR,5.0,n/a,,failed,Klarna,adyen,,,,2024/04/21 20:14,,,,,,n/a,NaN,,stripe_export,NULL
900401,548,pedrosil754@gmail.com,35,SEK ,8.75,NaN,n/a,pending,swish,klarna,n/a,NULL,,2024/01/25 22:44,,,,visa,,,1,2024-01-25 22:44,manual_sheet,
900402,101,jonasnil@email.com,15,€,3.75,,13.06,refunded,Card,adyen,,INV-202402-8336,,2024-02-29T21:04:00,NaN,n/a,PT,NULL,,,,2024-02-29 21:04,square_export,
900403,937,user6740@gmail.com,15,SEK ,3.75,NULL,,paid,Card,stripe,pi_OMOQZWGTZO4J,,,16/03/2024 15:05,,,PT,,9934,3,,,pos,n/a
900404,679,luispere745@outlook.com,20,€,5.0,,NULL,paid,Card,square,ch_MLT5HSL03R,,,Feb 21 2024 09:25,,,,n/a,,NULL,no,2024-02-21 09:25,stripe_export,n/a
900405,498,luispere760@company.se,35,€,,,,refunded,bank transfer,NULL,NULL,,RCPT_7G3MI83,May 08 2024 09:24,,re_TBZEFVMB4Y,NO,visa,2361,,,2024-05-08 09:24,pos,duplicate
900406,1115,linchen@email.com,15,€,,,,Pending,bank_transfer,adyen,pi_16Q73YSFVLS4,,,2024-03-13 16:30,,NULL,GB,n/a,NULL,one,,,,
900407,447,linchen811@email.com,NULL,sek,,2.23,22.77,payed,NaN,adyen,,,,06/01/2024 13:21,NULL,,,NULL,NULL,1,,2024-01-06 13:21,pos,
900408,499,sofiaand@email.com,20,sek,,,,pending,swish,square,ch_Q8OH18JVSD,,RCPT_7LLCOZB,29/04/2024 15:33,NULL,,,visa,,1,,,square_export,partial refund
900409,211,NULL,20,SEK ,,"1,50",,payd,card,klarna,pi_6HK9TUND6PKL,INV-202404-8923,RCPT_PYODZ5M,,,,,mastercard,3696,one,0,,pos,NULL
900410,26,liamande101@company.se,25,SEK,,n/a,22.77,refunded,cash,manual,,,RCPT_9KA7IVK,,NaN,,SE,visa,,NULL,,,stripe_export,partial refund
900411,963,noaherik618@outlook.com,35,sek,,,,FAILED,invoice,stripe,ch_BB910L5F8G,,,19/03/2024 12:28,n/a,NULL,NaN,amex,1992,NULL,1,2024/03/19 12:28,manual_sheet,
900412,1093,user8367@gmail.com,20,EUR,5.0,NULL,,payed,swish,square,,INV-202405-6030,,2024-05-02T08:15:00,,NaN,NO,,7272,1,n/a,2024-05-02 08:15,manual_sheet,partial refund
900413,294,saralind135@email.com,15,sek,3.75,NaN,13.06,failed,bank_transfer,manual,,INV-202405-3532,NaN,May 10 2024 18:17,NULL,,PT,NaN,,3,,2024-05-10 18:17,pos,manual correction
900414,222,karinlun871@gmail.com,40,EUR,10.0,2.66,,paid,NaN,square,,NULL,,2024/02/28 22:29,NULL,n/a,GB,,7047,,,2024/02/28 22:29,,
900415,630,fridakar22@company.se,20,SEK ,5.0,,,failed,SWISH,klarna,,,,May 06 2024 08:52,,NaN,NO,visa,7649,,NULL,2024-05-06 08:52,,NaN
900416,567,pedrosil@email.com,40,SEK ,10.0,,,FAILED,Card,klarna,ch_OMTF0W5U34,INV-202405-5910,,May 06 2024 14:00,,NaN,SE,,,3,no,2024-05-06 14:00,square_export,
900417,26,maríalóp@gmail.com,15,NaN,NaN,"1,50",13.06,failed,swish,stripe,,INV-202401-2941,,Jan 27 2024 14:48,,NULL,,amex,,,1,,manual_sheet,partial refund
900418,701,liamande@email.com,25,Sek,,n/a,,payd,SWISH,manual,ch_6OCN89MXIC,,,2024-03-08T09:12:00,n/a,NaN,GB,VISA,,3,,n/a,square_export,duplicate
900419,642,user3803@gmail.com,15,,3.75,,13.06,Paid,SWISH,square,ch_SYORZ2K8P4,INV-202403-7880,RCPT_T11CQS2,Mar 11 2024 19:29,NaN,NaN,,VISA,,2,,,stripe_export,
900420,302,NULL,60,SEK,15.0,3.24,,refunded,cash,klarna,,INV-202401-2233,,26/01/2024 18:00,n/a,,PT,n/a,4801,3,yes,2024/01/26 18:00,stripe_export,duplicate
900421,1076,mikaelås@email.com,,EUR,NaN,"1,50",,paid,Klarna,square,,,,,,NaN,ES,visa,,,0,,pos,partial refund
900422,144,fridakar823@gmail.com,20,,5.0,,,,swish,square,pi_5ZOSJVES2L3O,INV-202404-3551,,2024-04-12T17:13:00,,NaN,GB,amex,,2,,2024/04/12 17:13,pos,
900423,1167,anagarci@email.com,20,€,,"1,50",,failed,Klarna,manual,pi_Q3E5D78T0Q41,,,Feb 17 2024 18:48,NULL,NULL,,VISA,n/a,3,0,2024-02-17 18:48,manual_sheet,
900424,380,maríalóp527@gmail.com,25 SEK,NULL,,NULL,,paid,swish,adyen,pi_5EJW0HSYTROI,,,31/03/2024 19:13,NaN,n/a,GB,,,,,2024-03-31 19:13,manual_sheet,NULL
900425,,mikaelås698@email.com,NULL,SEK ,,"1,50",37.34,Pending,Card,stripe,pi_D19X4PIKNQJ0,,RCPT_F44M9P9,29/04/2024 17:42,NULL,NaN,NO,,NULL,n/a,1,,square_export,NaN
900426,28,user6620@gmail.com,20,sek,5.0,,,Paid,card,adyen,pi_HBQWISNQ257I,,RCPT_BXT27V2,,NaN,,,,NaN,1,,,manual_sheet,
900427,1199,ellaberg709@gmail.com,60,SEK,,3.24,NaN,PAID,Klarna,klarna,,,,Feb 21 2024 07:27,NaN,,NULL,mastercard,,2,NaN,2024/02/21 07:27,pos,
900428,612,maríalóp917@gmail.com,40,EUR,,2.66,,payed,cash,klarna,pi_XQOFZNYKTKPK,,,2024-04-24 17:57,,n/a,NO,mastercard,NULL,n/a,,2024-04-24 17:57,manual_sheet,
900429,42,sofiaand369@gmail.com,40 SEK,€,10.0,n/a,37.34,Refunded,bank transfer,klarna,,INV-202403-5750,RCPT_H3C1OMR,Mar 20 2024 14:29,NULL,re_C8VWG5ZG4H,,,NaN,3,NaN,2024/03/20 14:29,pos,partial refund
900430,263,linchen129@outlook.com,60,€,,,56.76,refunded,Klarna,stripe,pi_6HNNFDJZK5VU,INV-202403-9445,RCPT_MIMPHDU,2024-03-31T16:29:00,,NaN,,,NULL,2,,,pos,n/a
900431,368,jonasnil@email.com,15,sek,NaN,1.94,,Paid,cash,square,NaN,INV-202404-9731,,2024-04-27 13:43,,,,VISA,2889,,1,2024-04-27 13:43,square_export,partial refund
900432,1118,norahans358@company.se,,SEK ,15.0,,,PAID,swish,adyen,ch_20Z67PB27I,INV-202402-9744,,2024/02/07 15:02,,NaN,,,,2,no,,manual_sheet,
900433,851,erikholm@email.com,20,sek,NULL,,,FAILED,Card,square,pi_EPRN2SNZDT9E,INV-202404-9834,NaN,2024-04-13T08:44:00,,n/a,,mastercard,,,,2024-04-13 08:44,pos,partial refund
900434,434,NaN,"40,00",sek,,2.66,37.34,PAID,Klarna,stripe,,INV-202403-2217,,2024-03-16T12:17:00,,n/a,,NaN,5036,1,no,2024-03-16 12:17,,
900435,1097,mikaelås734@outlook.com,40,EUR,,n/a,,pending,card,stripe,,,NULL,Apr 05 2024 11:18,n/a,NaN,,visa,,n/a,no,2024-04-05 11:18,,
900436,340,karinlun374@outlook.com,60,sek,,n/a,,payed,bank transfer,square,,,,2024-04-17 21:13,,,NO,VISA,,2,,2024/04/17 21:13,,
900437,14,erikholm288@gmail.com,"15,00",sek,,,,Paid,Klarna,klarna,,,,n/a,,NaN,PT,,6668,,NaN,2024-03-20 12:39,,manual correction
900438,642,karinlun@email.com,35,Sek,8.75,NaN,NULL,payed,card,stripe,pi_LFFLYQU3I8V3,,n/a,2024/02/14 12:26,,,SE,n/a,1341,2,no,n/a,manual_sheet,
900439,586,davidsto391@company.se,60,SEK ,15.0,"1,50",,Paid,cash,stripe,NULL,,n/a,2024-03-23T09:18:00,,NaN,SE,amex,,NULL,,NaN,stripe_export,
900440,636,erikholm735@email.com,60,sek,,,,paid,SWISH,klarna,,INV-202403-8333,,Mar 12 2024 08:32,,re_KTK40CLL1C,PT,,,3,n/a,2024/03/12 08:32,NaN,
900441,940,user3838@gmail.com,,€,,,,pending,cash,stripe,ch_6IPARYBH70,,,06/05/2024 17:20,,n/a,ES,NaN,,1,0,2024-05-06 17:20,manual_sheet,partial refund
900442,1192,jonasnil@email.com,40,€,10.0,2.66,NaN,failed,swish,square,,,,2024/01/29 21:45,NaN,n/a,ES,VISA,3078,,,2024/01/29 21:45,manual_sheet,partial refund
900443,76,n/a,15,SEK,3.75,,,pending,bank transfer,square,pi_JF28W6F7GPMH,,,2024-03-10 18:57,NULL,n/a,PT,amex,,,n/a,2024/03/10 18:57,square_export,manual correction
900444,42,user8493@email.com,60,SEK,,"1,50",56.76,PAID,Klarna,klarna,,,,,NaN,NULL,GB,amex,5671,,n/a,2024-04-25 21:38,pos,
900445,784,oscarber569@company.se,60,SEK,15.0,,NaN,pending,Card,square,pi_VH6S21FAV6HB,INV-202403-6002,,2024-03-28 22:41,,,,NULL,,NULL,,n/a,stripe_export,
900446,227,user7463@gmail.com,40,SEK,10.0,"1,50",37.34,refunded,Klarna,n/a,,,,10/05/2024 09:51,,,NO,visa,8921,,,,,manual correction
900447,763,norahans581@company.se,15,SEK ,3.75,,,FAILED,invoice,adyen,,INV-202402-2136,,2024-02-09 19:06,n/a,,ES,,,,,2024-02-09 19:06,stripe_export,n/a
900448,545,erikholm735@email.com,NaN,€,10.0,,37.34,payed,,manual,,INV-202403-1182,,,,NULL,SE,VISA,,n/a,NULL,2024/03/15 14:18,stripe_export,
900449,706,user4374@email.com,15,EUR,3.75,"1,50",,paid,,klarna,pi_ETKD8PLMOVR4,,RCPT_BUH3AOO,,,NaN,SE,mastercard,7346,1,yes,2024/03/15 11:27,square_export,n/a
900450,896,noaherik391@email.com,20,SEK,NaN,NULL,,refunded,bank transfer,klarna,,,NaN,2024-03-02 07:36,,n/a,n/a,amex,,n/a,,2024-03-02 07:36,square_export,NULL
900451,204,ahmedali255@outlook.com,20,EUR,5.0,NaN,NaN,refunded,bank_transfer,klarna,ch_GTZMAV1A1S,,,2024-05-01 17:22,NULL,,PT,amex,NULL,,NaN,,pos,manual correction
900452,268,user5932@gmail.com,25,EUR,NULL,,,refunded,cash,stripe,ch_N84MJ4YO98,,,2024-05-01 21:02,2024-05-01 21:02,n/a,SE,VISA,,3,0,,manual_sheet,
900453,1042,,20,sek,,,17.92,pending,bank_transfer,adyen,,,,2024-01-06T20:40:00,NaN,n/a,NO,VISA,NULL,,1,,NaN,duplicate
900454,500,user2371@gmail.com,20,EUR,n/a,,17.92,FAILED,bank_transfer,manual,,,,Mar 05 2024 20:36,,NaN,SE,n/a,,1,,2024-03-05 20:36,stripe_export,
900455,1168,user1553@email.com,60,EUR,NULL,,,FAILED,invoice,stripe,,,RCPT_BOWHPK5,,NULL,NaN,NO,VISA,5807,,no,2024/05/01 22:14,stripe_export,partial refund
900456,1080,n/a,35,sek,n/a,,,paid,invoice,square,ch_5DKDFFN1PO,,RCPT_WCSA6UP,Jan 08 2024 22:50,n/a,n/a,NO,,,,NULL,2024/01/08 22:50,stripe_export,manual correction
900457,484,davidsto885@company.se,15,,3.75,"1,50",13.06,failed,bank transfer,klarna,NULL,,,,,,,NULL,2714,,,2024-04-21 07:32,manual_sheet,manual correction
900458,293,user7857@gmail.com,60,€,,"1,50",NaN,pending,card,manual,,,,11/02/2024 12:27,NULL,,SE,,8601,3,yes,2024/02/11 12:27,,n/a
900459,1001,anagarci248@company.se,60,sek,,"1,50",NaN,FAILED,cash,,,,RCPT_KQ5M4W4,Jan 23 2024 14:37,,NULL,PT,,9109,,,,manual_sheet,partial refund
900460,677,liamande@email.com,60,SEK ,,NaN,,refunded,Card,klarna,,,,2024/04/17 15:09,,n/a,,visa,,NaN,,,stripe_export,NULL
900461,1158,fatimakh322@outlook.com,60,sek,,,,failed,bank_transfer,stripe,NaN,,,27/02/2024 17:08,,NaN,GB,mastercard,,,NULL,,,
900462,777,,20,sek,5.0,,17.92,Refunded,bank transfer,square,,,RCPT_4DHFCF0,Apr 07 2024 10:58,2024-04-07 10:58,,PT,visa,,,NULL,2024-04-07 10:58,,partial refund
900462,122,jonasnil@email.com,40,sek,,,n/a,refunded,swish,manual,,,,2024-03-29 13:37,,re_8ZXMIPT1AM,ES,VISA,,,0,2024-03-29 13:37,pos,
900464,183,user204@email.com,,€,6.25,"1,50",,Refunded,bank transfer,stripe,NULL,,RCPT_0134PDO,Feb 27 2024 21:39,NULL,NULL,SE,NaN,,2,1,2024/02/27 21:39,pos,
900465,244,mikaelås495@outlook.com,40,SEK ,,2.66,,pending,card,manual,,NaN,,2024/04/04 13:15,NULL,,NO,amex,NULL,,0,2024-04-04 13:15,stripe_export,duplicate
900466,708,user5320@email.com,20,EUR,,,17.92,refunded,Klarna,NULL,,,NaN,2024/05/06 08:08,2024-05-06 08:08,re_1E0WXDMTDO,NO,NaN,,2,,,manual_sheet,partial refund
900467,1150,linchen129@outlook.com,40,sek,,,37.34,paid,Card,square,,,,19/03/2024 08:50,NULL,,SE,visa,,,,2024-03-19 08:50,stripe_export,
900468,220,user1564@gmail.com,60,SEK ,15.0,,,FAILED,NULL,klarna,,,RCPT_GPMZQUT,2024-02-26T10:43:00,,NULL,PT,,,,,2024-02-26 10:43,n/a,NaN
900469,1097,oliviali224@outlook.com,35,,8.75,"1,50",,payd,bank transfer,adyen,NaN,,,2024-05-03 12:23,,,SE,VISA,8725,1,yes,,,
900470,614,user7320@gmail.com,35,Sek,,,NULL,Refunded,invoice,stripe,,,RCPT_3N5AYJC,2024-01-20T16:17:00,NULL,,NaN,VISA,NaN,,NULL,,square_export,NULL
900471,734,,15,SEK ,,"1,50",13.06,payd,cash,klarna,,,,Mar 31 2024 20:20,,,ES,visa,,3,yes,NaN,manual_sheet,
900472,578,user6659@gmail.com,25,Sek,,,NULL,PAID,bank transfer,klarna,,INV-202401-6430,,Jan 27 2024 13:15,n/a,,NaN,visa,3270,1,no,2024-01-27 13:15,,NaN
900473,995,user6084@gmail.com,"60,00",sek,,"1,50",56.76,Paid,invoice,adyen,,NULL,RCPT_DODLYFF,Jan 08 2024 18:02,NaN,n/a,,VISA,,3,0,NaN,,
900474,1100,norahans10@email.com,25,Sek,6.25,n/a,,Pending,Klarna,,,,,Feb 21 2024 07:35,,n/a,ES,visa,2947,1,,2024/02/21 07:35,square_export,manual correction
