customer_id,full_name,email,phone,country,city,postal_code,address_line1,address_line2,signup_date,marketing_opt_in,preferred_channel,customer_type,risk_flag,lifetime_value,pets_count,primary_pet_name,primary_pet_breed,primary_pet_dob,emergency_contact,vet_provider,vaccination_status,waiver_signed,payment_terms,language,last_contacted,source_system,notes
1110,ELLA BERG,ellaberg261@gmail.com,+44 7791916428,ES,Nacka,,,Floor 7,21/04/2024,no,walk-in,VIP,high,NaN,1,,mix,2021-06-15,NULL,,,Y,,EN,22 Jul 2024,export_v2,
1111, noah eriksson ,noaherik618@outlook.com,+47 96646375,PT,Nacka,17502,Parkvägen 1,Apt 52,2024/03/10,No,walk-in,vip,medium,,3,Charlie,Labrador,2021-08-12,Jonas 65461406,,n/a,No,NET14,EN,Dec 23 2023,export_v2,moved address
1112, ella berg ,ellaberg952@outlook.com,+46 70 884 45 38,PT,Huddinge,162 21,,,09/05/2024,FALSE,website,new,high,832.96,two,Charlie,mix,,Jonas 66378615,AniCura,expired,yes,,es,12 Apr 2024,form,allergic to peanuts
1113,ella berg,ellaberg734@gmail.com,+44 7623454129,UK,Nacka,98853,Sveavägen 97,,03/02/2024,FALSE,email,NaN,low,1243.56,2,,,11/02/2019,,Evidensia,UPTODATE,FALSE,,,Oct 10 2023,export_v2,
1114,Jonas Nilsson,jonasnil669@company.se,,United Kingdom,Nacka,,Skogsvägen 56,Apt 74,2024-01-24,0,walk-in,NULL,NaN,7722.25,1 ,,Golden Retriever,n/a,,,,TRUE,pay_on_arrival,es,,export_v2,invoice required
1115,Lin Chen,n/a,+44 7379897048,Sweden,Sundbyberg,,,Floor 6,08/28/2024,Yes,partner,NULL,medium,,0,Charlie,Golden Retriever,11/01/2021,n/a,Local Vet,,no,net_14,en,07/06/2024,excel,invoice required
1116,Nora Hansen,norahans147@company.se,,España,Nacka,46152,Ringvägen 12,Apt 53,2024.05.02,no,walk-in,new,medium,5465.51,2,,MIXED,13 Feb 2018,Karin 62288888,,,Yes,,sv,2024-11-19,excel,
1117,Mikael ÅSTROM,mikaelås495@outlook.com,,United Kingdom,,,Birger Jarlsgatan 43,n/a,2024-11-26,TRUE,instagram,new,low,,1 ,Luna,Dachshund,05/32/2024,Karin 63793248,Local Vet,expired,0,NET14,SV,02/07/2024,form,
1118,María  López,maríalóp353@email.com,+46 70 342 16 96,Norway,Stockholm,,n/a,,2024.05.10,FALSE,email,returning,,6711.38,two,,NULL,08/18/2024,,Local Vet,,TRUE,NET14,sv,,export_v1,
1119,ELIN SVENSSON,elinsven604@outlook.com,+34 661546232,PT,Solna,124 67,Sveavägen 39,Apt 69,18/08/2024,TRUE,website,trial,high,NaN,3,Max,Dachshund,2018.10.05,,,expired,TRUE,net_14,sv,,export_v1,allergic to peanuts
1120,Mariam Ali,mariamal895@email.com,+47 91023487,Portugal,Täby,,Parkvägen 2,Apt 29,Aug 19 2024,1,walk-in,unknown,unknown,,2,Charlie,Husky,Jun 22 2020,,,UPTODATE,Y,,SV,02/02/2025,,
1121,Nora Hansen,norahans10@email.com,,Norway,Solna,,Sveavägen 81,Floor 2,05/15/2024,1,walk-in,VIP,,,1,,n/a,Aug 27 2019,Jonas 66454929,AniCura,unknown,,pay_on_arrival,SV,13-01-2024,export_v2,n/a
1122,Olivia  Lind,oliviali438@outlook.com,+44 7442862704,NO,Täby,,Skogsvägen 71,,2024.05.05,,partner,corporate,low,,1 ,Charlie,mix,,Karin 63410466,NaN,unknown,NULL,,NaN,Sep 22 2024,excel,moved address
1123,Karin Lund,karinlun422@outlook.com,+46 70 760 98 11,Sverige,Täby,61955,,NULL,2024-08-24,FALSE,instagram,NULL,low,,1,,Chihuahua,NaN,Jonas 61295356,,unknown,NULL,NULL,NULL,18 Nov 2024,excel,
1124,David Stone,davidsto100@outlook.com,NULL,China,Stockholm,,,Floor 4,11 Nov 2024,TRUE,NaN,trial,,NaN,,Luna,Beagle,Apr 06 2021,Jonas 60671305,,UPTODATE,FALSE,,es,12/16/2023,excel,invoice required
1125,FATIMA KHAN,fatimakh322@outlook.com,+46 70 523 74 67,UK,Stockholm,48097,Kungsgatan 73,Floor 8,2024/10/14,no,phone,corporate,unknown,,0,n/a,mix,20 Mar 2019,,AniCura,n/a,0,,EN,2024.05.05,export_v1,n/a
1126,NULL,davidsto487@gmail.com,+46 70 547 55 98,PT,Täby,,Sveavägen 2,Apt 64,2024/07/14,Y,phone,unknown,low,,3,Max,Labrador,2020/06/14,Jonas 62786712,,UPTODATE,0,prepay,SV,Oct 15 2023,export_v2,
1127,María López,NaN,+34 699618537,Sweden,Solna,55955,Birger Jarlsgatan 117,Floor 4,2024.01.23,1,phone,vip,NaN,6396.36,0,Bella,Labrador,Sep 21 2019,Karin 68706758,Evidensia,,n/a,NaN,es,2024/11/04,form,invoice required
1128,oscar berg,oscarber650@outlook.com,+44 7363339926,Spain,Stockholm,,Storgatan 15,,29-10-2024,NaN,website,new,,,,,MIXED,31 Mar 2018,Jonas 63528180,,,0,,EN,03/13/2024,sheets,invoice required
1129,EMMA JOHANSSON,emmajoha970@company.se,,NULL,Huddinge,68478,Sveavägen 105,,10-11-2024,FALSE,partner,vip,low,4269.33,2,,Mixed,Oct 09 2024,Karin 61923507,,UPTODATE,0,prepay,sv,n/a,form,moved address
1130,ahmed ali,ahmedali393@gmail.com,+47 91077963,UK,Täby,105 53,,,07 Dec 2023,0,instagram,NULL,high,4691.28,2,,Husky,May 13 2019,,NULL,up_to_date,TRUE,pay_on_arrival,en,2024/12/20,sheets,NaN
1131,MIKAEL ÅSTROM,mikaelås792@company.se,+34 657380159,Norway,Stockholm,127 11,Skogsvägen 25,n/a,20/09/2024,NaN,partner,VIP,high,NaN,3,Luna,German Shepherd,03/09/2019,Karin 66100930,NULL,,n/a,NET14,SV,10-12-2023,export_v2,
1132,Erik  Holm,erikholm52@gmail.com,,United Kingdom,Huddinge,61368,Ringvägen 35,Apt 27,29/06/2024,0,email,unknown,unknown,2735.8,1,,mix,NULL,,Local Vet,unknown,TRUE,pay_on_arrival,,28 Jan 2025,form,
1133,,linchen924@company.se,+34 612781968,SE,Solna,66455,Parkvägen 25,Floor 5,09/02/2024,,instagram,returning,high,NaN,3,NULL,Mixed,NULL,NULL,AniCura,unknown,N,,,20-09-2024,export_v2,allergic to peanuts
1134,AHMED  ALI,ahmedali956@outlook.com,+47 97696015,NO,Huddinge,,,,03-03-2024,no,phone,unknown,,,NaN,Luna,,Dec 16 2022,Karin 65998844,NaN,NULL,Y,NET14,EN,NaN,export_v2,invoice required
1135,Ana G.,anagarci140@gmail.com,+46 70 755 29 48,ES,Stockholm,,Storgatan 67,Apt 14,2024.11.16,Yes,instagram,new,low,,,Charlie,German Shepherd,2020.12.02,NaN,AniCura,UPTODATE,TRUE,n/a,,06/03/2024,export_v1,prefers morning drop-off
1136,ERIK HOLM,erikholm65@gmail.com,+34 655538877,Sweden,Huddinge,,,Apt 68,20-02-2024,0,partner,vip,unknown,,0,Bella,mix,2019/10/14,Jonas 68379110,,expired,FALSE,,,NaN,export_v2,
1137,Oscar Berg,oscarber830@gmail.com,n/a,ES,Täby,56151,n/a,Floor 2,2024.09.14,no,website,vip,low,,1 ,Rocky,Labrador,06-07-2020,NaN,Local Vet,up_to_date,TRUE,,sv,04-06-2024,export_v2,NaN
1138,KARIN  LUND,karinlun37@company.se,+34 674101392,NULL,Solna,,Skogsvägen 7,n/a,2023-10-11,Y,NULL,new,,NaN,1,Rocky,Dachshund,2018/08/26,,,,Yes,,sv,2023/10/16,excel,allergic to peanuts
1139,MARÍA LÓPEZ,maríalóp491@outlook.com,+47 94536127,ES,Huddinge,156 93,Parkvägen 35,,10/06/2024,no,walk-in,VIP,unknown,3647.39,3,,Labrador,2020/07/08,,Local Vet,n/a,Yes,net_14,sv,09-09-2024,form,invoice required
1140,Nora Hansen,norahans581@company.se,,PT,,NULL,Storgatan 57,NULL,07/10/2023,,website,n/a,,NaN,1 ,Rocky,Golden Retriever,12/10/2022,Karin 64632933,Evidensia,UPTODATE,TRUE,prepay,,2023/11/20,export_v1,moved address
1141, Karin Lund ,karinlun953@gmail.com,NaN,NO,Täby,29670,,Floor 9,Nov 05 2024,Y,partner,VIP,unknown,,1 ,,Beagle,NULL,Karin 64916819,Evidensia,n/a,FALSE,NET14,en,2024/01/27,sheets,
1142,sofia andersson,sofiaand729@company.se,+34 613212026,España,Solna,151 99,NaN,Floor 2,20 Jun 2024,yes,walk-in,corporate,,,,,mix,07/06/2019,,Evidensia,up_to_date,No,,NULL,NULL,form,allergic to peanuts
1143,Oscar Berg,oskarber109@gmail.com,+34 684110122,UK,Täby,124 10,Skogsvägen 74,Apt 57,2023-10-15,N,phone,unknown,,,2,Max,French Bulldog,14/02/2021,n/a,AniCura,expired,TRUE,,en,2024.07.09,sheets,invoice required
1144,NULL,oliviali572@gmail.com,,PT,Solna,,,,Jan 29 2024,1,walk-in,new,high,,1,,Golden Retriever,2019.12.23,Jonas 65831400,,,TRUE,NaN,,NaN,,allergic to peanuts
1145,Jonas Nilsson,jonasnil671@email.com,+34 631071231,España,Nacka,127 80,NULL,,02/26/2024,yes,website,vip,low,,2,Max,MIXED,28 Mar 2022,,AniCura,,Y,pay_on_arrival,sv,04/03/2024,form,
1146,OSCAR BERG,oscarber577@email.com,NaN,Sweden,Solna,,Skogsvägen 33,n/a,2024.01.15,yes,phone,trial,,NaN,1,,German Shepherd,Aug 10 2023,Karin 63955049,,,Yes,,,NaN,export_v2,
1147,Ella Berg,ellaberg959@outlook.com,+47 98950226,Sweden,Stockholm,139 99,Storgatan 69,Floor 8,05/01/2024,TRUE,walk-in,unknown,unknown,NaN,0,Charlie,Mixed,,Jonas 66161848,NaN,,Yes,,,NaN,form,
1148,KARIN LUND,karinlun403@company.se,,PT,NULL,,,,2023/11/10,0,NaN,VIP,high,NaN,3,Charlie,Chihuahua,2024/04/11,,,expired,Yes,,sv,Aug 13 2024,sheets,
1149, ELIN SVENSSON ,elinsven653@email.com,+47 91279750,United Kingdom,,,Birger Jarlsgatan 54,Apt 25,09/28/2024,1,walk-in,corporate,low,,1 ,,French Bulldog,,Karin 65883514,,,no,,EN,30/12/2023,excel,
1150,NORA HANSEN,norahans358@company.se,,NO,Sundbyberg,182 97,,Floor 2,2024/07/18,FALSE,phone,corporate,high,298.76,two,Luna,Husky,2019.07.27,Karin 66245868,,,0,,sv,2024-10-02,excel,moved address
1151,pedro silva,pedrosil612@gmail.com,+46 70 681 27 26,Sverige,Sundbyberg,31671,Storgatan 85,Apt 39,16-11-2023,TRUE,website,n/a,low,,1 ,NaN,Labrador,05/10/2023,Jonas 69224601,,NaN,FALSE,NET14,,,NULL,
1152,David Stone,davidsto391@company.se,+46 70 531 32 30,Portugal,NULL,n/a,Ringvägen 65,NaN,26/05/2024,Y,instagram,vip,,2457.17,,,German Shepherd,NULL,,,unknown,n/a,NET14,,,sheets,moved address
1153,Nora Hansen,norahans841@company.se,n/a,PT,Huddinge,138 64,Skogsvägen 11,Floor 4,06/10/2024,1,phone,trial,unknown,,,Bella,Beagle,2024.06.06,Jonas 64610156,Evidensia,expired,Yes,,sv,11/12/2024,export_v2,
1154,Karin Lund,karinlun413@email.com,+34 675302094,CN,Sundbyberg,157 96,,,Oct 17 2024,yes,phone,unknown,,,1,,Chihuahua,21/05/2019,NULL,NULL,UPTODATE,TRUE,,NaN,Nov 22 2024,export_v2,moved address
1155,Mariam  Ali,mariamal635@email.com,,España,Stockholm,95736,Parkvägen 59,,2024.08.16,FALSE,phone,vip,low,,3,,n/a,2024.10.06,Jonas 67741111,n/a,,0,prepay,SV,,excel,moved address
1156,,oscarber146@gmail.com,+44 7592033623,NULL,Sundbyberg,53340,Sveavägen 73,Floor 3,2024/10/20,1,walk-in,vip,unknown,NaN,two,Luna,Chihuahua,2021.06.02,NaN,Evidensia,UPTODATE,No,net_14,,28-10-2024,excel,allergic to peanuts
1157,Liam Andersson,,+46 70 966 77 39,UK,Stockholm,,,Apt 67,22/04/2024,1,email,unknown,n/a,,0,Milo,German Shepherd,10/02/2021,Jonas 62223802,n/a,up_to_date,FALSE,prepay,SV,2025.01.31,excel,prefers morning drop-off
1158,SARA LIND,saralind641@company.se,+44 7647122926,CN,Nacka,22395,Sveavägen 82,Apt 25,06/10/2024,FALSE,phone,vip,high,,two,Milo,Chihuahua,05/11/2020,,Evidensia,,,net_14,es,28 Jan 2025,export_v2,
1159,Pedro Silva,pedrosil633@company.se,+44 7876153361,SE,Huddinge,149 98,Sveavägen 78,Floor 1,2024.10.04,0,phone,vip,,8774.26,1,Max,Beagle,08/22/2022,Jonas 65013965,Evidensia,,no,NET14,SV,31-08-2024,export_v2,invoice required
1160, ana garcía ,anagarci517@outlook.com,+46 70 603 46 83,CN,Stockholm,168 30,Birger Jarlsgatan 79,,16/07/2024,N,email,unknown,high,NaN,,,Labrador,2024/00/12,,Local Vet,unknown,TRUE,net_14,,May 16 2024,excel,invoice required
1161, elin svensson ,elinsven889@gmail.com,NULL,Sverige,Täby,,Skogsvägen 78,NaN,29/07/2024,FALSE,walk-in,,,2425.2,0,Bella,Dachshund,17 Sep 2022,NaN,Local Vet,up_to_date,Y,,en,,,invoice required
1162,Mariam Ali,mariamal803@email.com,+44 7679256785,SE,Sundbyberg,128 21,,Floor 3,10/25/2024,yes,phone,corporate,high,NaN,two,Max,Husky,n/a,,Evidensia,,,,sv,17-11-2024,n/a,moved address
1163,Emma Johansson,emmajoha463@gmail.com,,Sverige,Sundbyberg,NaN,Skogsvägen 67,,Mar 21 2024,yes,partner,new,medium,9263.33,1 ,Milo,French Bulldog,24-11-2021,NaN,Evidensia,unknown,n/a,prepay,SV,2024-05-15,excel,
1164,elin svensson,elinsven320@gmail.com,+34 617948672,CN,Solna,94683,Parkvägen 32,,06/03/2024,TRUE,instagram,unknown,unknown,,3,Luna,,2021-02-02,Jonas 65220408,AniCura,NaN,No,NET14,SV,22-12-2024,sheets,prefers morning drop-off
1165,ahmed  ali,ahmedali789@outlook.com,+44 7453078170,n/a,Stockholm,,,Floor 2,NaN,N,partner,VIP,unknown,,1 ,n/a,Chihuahua,08/02/2019,Jonas 66051555,,unknown,Y,,n/a,Nov 10 2023,export_v2,
1166,Oskar Berg,oskarber759@company.se,,Spain,Stockholm,93814,Skogsvägen 24,n/a,2024/07/02,N,phone,VIP,,,2,,Golden Retriever,NaN,NULL,,UPTODATE,Y,,,2023/12/17,form,
1167,Luis Pérez,luispere582@gmail.com,+47 97494523,Spain,Nacka,NULL,NULL,Floor 9,Sep 26 2024,TRUE,walk-in,unknown,,5085.92,1,Rocky,mix,2024/03/19,Karin 69634469,,unknown,N,,EN,NaN,export_v2,moved address
1168,Luis Perez,NaN,NULL,España,NaN,,,,2023.10.16,TRUE,walk-in,vip,medium,NaN,0,Luna,Mixed,2022/07/03,Karin 61368490,AniCura,,1,n/a,,2023-12-02,form,invoice required
1169,maria  lopez,maríalóp700@gmail.com,+47 93604706,Sweden,Huddinge,170 18,Sveavägen 19,,20 May 2024,yes,instagram,NaN,unknown,NaN,1 ,,MIXED,,NULL,Local Vet,,Y,NET14,EN,21/10/2024,export_v2,moved address
1170,Erik  Holm,erikholm220@email.com,+34 619792992,NO,Solna,188 24,Skogsvägen 23,NaN,2024-07-19,yes,website,trial,medium,NaN,two,Milo,Poodle,21 Jan 2021,,Local Vet,UPTODATE,N,n/a,es,11 Oct 2023,n/a,
1171,ana garcia,anagarci248@company.se,,Portugal,Sundbyberg,,Skogsvägen 23,,2024/10/27,yes,instagram,returning,high,,two,Charlie,n/a,2022-12-03,Jonas 64123439,,expired,Yes,prepay,SV,2024-08-21,export_v1,prefers morning drop-off
1172,Sofia Andersson,sofiaand369@gmail.com,n/a,Norway,Nacka,39751,Kungsgatan 108,,09-05-2024,N,email,corporate,,NaN,two,,French Bulldog,2023/12/11,,,expired,N,,,n/a,export_v1,allergic to peanuts
1173,Olivia Lind,oliviali782@email.com,+47 91145436,España,Solna,37919,,,10/12/2024,n/a,phone,new,unknown,,3,Max,,08/06/2022,Jonas 64718333,Evidensia,,TRUE,NET14,sv,11/10/2023,form,prefers morning drop-off
1174,Karin Lund,karinlun374@outlook.com,+46 70 386 76 13,Spain,Nacka,15302,,,2024/08/28,yes,NULL,NaN,high,,3,Bella,,12 Jan 2021,Karin 68599736,Local Vet,NaN,0,,en,2024.04.15,export_v2,
1175, ana g. ,anagarci91@email.com,+46 70 910 97 39,ES,Nacka,,Kungsgatan 61,,Apr 16 2024,yes,n/a,n/a,,,0,Max,Poodle,Feb 06 2020,Karin 63820432,,expired,No,NET14,es,2024/07/19,excel,
1176,Karin Lund,karinlun175@email.com,+44 7597812327,CN,Nacka,28275,Ringvägen 20,,05/19/2024,TRUE,website,returning,medium,,1,Milo,Beagle,2020-03-21,Jonas 65092256,Local Vet,UPTODATE,FALSE,NET14,es,23 Feb 2025,export_v2,invoice required
1177,karin lund,karinlun968@outlook.com,+47 95706534,Sverige,Sundbyberg,,,,Jul 22 2024,Yes,walk-in,VIP,medium,5924.27,3,,Chihuahua,25/12/2020,Jonas 64634040,Evidensia,expired,yes,NULL,SV,2024-05-16,n/a,n/a
1178,LIAM ANDERSSON,liamande455@outlook.com,NULL,SE,Stockholm,82427,,Floor 7,07/27/2024,0,instagram,vip,unknown,7942.7,2,Rocky,Chihuahua,2024-05-17,Karin 60937161,AniCura,,TRUE,,sv,2024/03/16,excel,
1179,pedro silva,pedrosil686@company.se,,Sweden,Täby,31519,,,2024-06-08,Yes,phone,,medium,NaN,1,Rocky,Mixed,28/05/2022,Karin 67577425,,,Yes,NET14,SV,07/04/2024,export_v2,allergic to peanuts
1180,Karin Lund,karinlun871@gmail.com,+47 91839331,Portugal,Täby,17017,n/a,,01-10-2023,Y,,vip,low,NaN,2,,MIXED,18/04/2020,,AniCura,up_to_date,no,,SV,09-01-2025,NaN,prefers morning drop-off
1181,Ahmed Ali,ahmedali294@outlook.com,+47 93749697,PT,Sundbyberg,86049,Sveavägen 60,,10/06/2024,0,instagram,trial,high,NaN,two,,Husky,01/18/2024,Jonas 68495191,Evidensia,,0,,,03/12/2024,sheets,allergic to peanuts
1182,Maria Lopez,maríalóp917@gmail.com,+47 93421884,ES,Täby,181 22,Storgatan 4,Apt 24,01 Feb 2024,1,instagram,,high,6285.06,1 ,NULL,Beagle,,Karin 67189437,,,yes,NULL,EN,2023.11.02,sheets,
1183,María López,maríalóp21@company.se,,n/a,Huddinge,32795,NaN,,2024-08-30,no,email,n/a,low,,0,NULL,MIXED,25 Dec 2019,Karin 63064824,,unknown,FALSE,,EN,27/01/2024,excel,prefers morning drop-off
1184,Sara Lind,NULL,+47 94396501,NULL,Stockholm,97282,Storgatan 39,Apt 62,2023-08-12,N,instagram,returning,low,1637.97,two,Luna,German Shepherd,19/08/2019,,Evidensia,,Y,,en,18-05-2024,NULL,prefers morning drop-off
1185,SOFIA ANDERSSON,sofiaand316@company.se,+47 93302963,UK,Täby,18248,,,2023.11.16,0,website,returning,high,,1 ,,Mixed,NaN,,Local Vet,UPTODATE,0,,es,2024/08/24,export_v2,allergic to peanuts
1186,Sara Lind,saralind438@company.se,+34 652029205,SE,Stockholm,,Sveavägen 17,Apt 6,Dec 02 2023,no,phone,unknown,high,,1,Milo,German Shepherd,2021/12/19,Karin 69289716,,UPTODATE,Y,prepay,es,10/18/2023,export_v2,NULL
1187,FRIDA KARLSSON,fridakar22@company.se,+46 70 497 66 87,NO,Solna,56303,Sveavägen 32,Apt 49,03 Aug 2024,No,website,corporate,,NaN,3,Bella,Husky,n/a,Karin 61500904,Local Vet,UPTODATE,1,net_14,en,,sheets,allergic to peanuts
1188,OLIVIA LIND,n/a,+34 619043872,UK,Sundbyberg,,Kungsgatan 32,Apt 35,30/06/2024,Yes,partner,corporate,medium,,,Luna,Poodle,Oct 30 2024,n/a,,UPTODATE,no,,SV,2024-03-14,sheets,prefers morning drop-off
1189, EMMA JOHANSSON ,emmajoha446@gmail.com,+34 650530014,Spain,Nacka,,Kungsgatan 60,Floor 3,2023/10/09,no,phone,new,high,,,,Golden Retriever,16-09-2024,Karin 68599355,AniCura,unknown,no,net_14,en,16-04-2024,form,
1190,Pedro Silva,pedrosil274@gmail.com,+34 661524781,Sverige,Solna,35383,Ringvägen 73,Apt 27,2023-10-22,TRUE,walk-in,unknown,,,1,NaN,Golden Retriever,2018.11.24,,Local Vet,,Yes,,,,form,invoice required
1191, AHMED ALI ,ahmedali167@company.se,+44 7535858328,SE,Sundbyberg,147 25,,,18 Dec 2023,FALSE,NaN,,medium,NaN,3,Max,Golden Retriever,03/12/2018,Jonas 62517358,NaN,unknown,no,NaN,,NaN,excel,moved address
1192,LIAM ANDERSSON,liamande403@outlook.com,+47 99537520,NULL,Sundbyberg,185 51,Birger Jarlsgatan 20,Floor 1,30 Aug 2024,no,website,corporate,medium,1418.6,,Rocky,mix,2021/08/03,,,,No,net_14,NULL,,sheets,allergic to peanuts
1193,Nora Hansen,,+44 7212310447,España,Huddinge,,n/a,,,yes,instagram,trial,high,,2,Rocky,Labrador,27/07/2022,Jonas 67776962,,UPTODATE,0,NaN,SV,03-01-2025,export_v2,
1194, pedro silva ,pedrosil440@email.com,+47 93178982,NO,Solna,31483,,Apt 71,26-12-2023,TRUE,walk-in,returning,low,NaN,0,,Beagle,NaN,,Local Vet,NaN,0,prepay,EN,,sheets,prefers morning drop-off
1195,Liam Andersson,liamande378@gmail.com,+47 96962982,China,Stockholm,140 69,NULL,,Aug 28 2024,N,partner,unknown,high,1137.65,2,NULL,Mixed,09 Jan 2024,NaN,Evidensia,,1,NET14,SV,Jul 14 2024,export_v2,
1196,Ella Berg,ellaberg414@email.com,+46 70 999 63 21,United Kingdom,Stockholm,15573,Ringvägen 14,Apt 21,10/12/2023,no,phone,returning,unknown,6656.63,,Bella,Husky,06/13/2020,Karin 68551086,AniCura,,Yes,net_14,es,,excel,
1197,Olivia Lind,oliviali224@outlook.com,NaN,Norway,Solna,26153,,Floor 8,29/04/2024,FALSE,email,returning,,,3,Milo,Dachshund,2024/00/12,,,,1,NULL,EN,22-01-2024,excel,invoice required
1198,Noah  Eriksson,noaherik581@email.com,+44 7296438104,SE,Sundbyberg,82597,Sveavägen 1,NaN,2024-06-27,Y,phone,trial,NULL,NaN,NaN,,Chihuahua,2020/03/14,Karin 65639627,Evidensia,,0,NULL,SV,2024-12-15,form,
1199,Ana Garcia,anagarci713@email.com,,Spain,Stockholm,55738,Birger Jarlsgatan 72,NULL,,1,website,VIP,medium,2225.09,1,Charlie,,03/20/2020,NaN,,UPTODATE,yes,pay_on_arrival,,Apr 27 2024,excel,
1200,Sofia Andersson,sofiaand221@company.se,+34 652376590,Spain,n/a,198 78,Storgatan 102,Apt 30,2024-10-10,Yes,instagram,unknown,NaN,,1 ,Luna,German Shepherd,08/07/2020,Jonas 68529804,,,FALSE,,es,Dec 25 2023,export_v1,
1201,liam andersson,liamande101@company.se,+34 617683639,Sweden,Täby,48291,,,Mar 29 2024,1,instagram,VIP,NULL,NaN,1 ,Bella,Beagle,,,,,yes,pay_on_arrival,,2024/06/24,export_v2,moved address
1202,liam  andersson,liamande822@email.com,,n/a,Sundbyberg,81758,Birger Jarlsgatan 113,Floor 4,2024-10-13,no,instagram,n/a,medium,,3,Milo,mix,01-12-2019,,,,TRUE,net_14,,2024/12/15,form,
1203,Luis Perez,luispere513@gmail.com,+47 92032303,SE,Sundbyberg,130 36,,,20-10-2023,FALSE,website,new,low,,3,Max,,2018/07/17,,Evidensia,UPTODATE,Y,,en,2024-05-19,n/a,moved address
1204,MARIAM ALI,mariamal123@company.se,NULL,United Kingdom,Stockholm,,Sveavägen 14,Floor 7,2023-12-08,N,,trial,medium,,1,,Poodle,10/20/2024,,Local Vet,unknown,no,pay_on_arrival,en,07-11-2023,sheets,
1205,Maria Lopez,n/a,+44 7772568561,UK,Sundbyberg,137 15,,,05/05/2024,1,website,VIP,unknown,,0,Charlie,Poodle,14/03/2022,Jonas 67575481,AniCura,,yes,,en,06-12-2023,export_v1,invoice required
1206,oscar berg,oscarber791@outlook.com,+34 635551798,,Nacka,17179,Skogsvägen 20,NULL,02/28/2024,yes,email,returning,medium,,1 ,Charlie,Beagle,Oct 03 2024,,,up_to_date,1,pay_on_arrival,en,,export_v1,moved address
1207,Elin Svensson,n/a,,NO,Stockholm,n/a,,Apt 43,10 May 2024,no,instagram,new,,6158.71,two,Max,mix,2021-08-09,,,unknown,Y,NULL,NaN,Nov 21 2023,export_v2,allergic to peanuts
1208,FRIDA  KARLSSON,fridakar136@outlook.com,,PT,Stockholm,110 87,Birger Jarlsgatan 15,n/a,2024-13-05,N,instagram,trial,high,,3,Max,,12-02-2024,Jonas 60825174,Evidensia,,0,,SV,09-11-2024,export_v2,prefers morning drop-off
1209,David Stone,davidsto777@company.se,NULL,España,Solna,,NaN,NaN,Sep 13 2024,N,website,NaN,medium,8170.96,,Bella,Dachshund,01/24/2024,,Local Vet,expired,TRUE,pay_on_arrival,EN,2024-10-09,export_v1,allergic to peanuts
1210,Mikael ÅSTROM,mikaelås734@outlook.com,,Spain,Sundbyberg,,Birger Jarlsgatan 104,Apt 46,19/06/2024,Yes,,corporate,,,1 ,,Mixed,08/04/2022,Karin 61065035,,,N,NET14,es,,export_v1,
1211,OSKAR BERG,oskarber957@company.se,+34 657381532,Portugal,Täby,NULL,Skogsvägen 22,Apt 11,08/20/2024,Yes,NULL,returning,NaN,,1 ,,mix,Jun 29 2020,,,up_to_date,Yes,,NULL,Oct 13 2024,export_v1,invoice required
1212,SOFIA ANDERSSON,sofiaand747@gmail.com,+44 7355710363,United Kingdom,Sundbyberg,119 99,Parkvägen 5,,May 17 2024,No,partner,unknown,unknown,4975.35,two,Luna,MIXED,2023-05-12,Jonas 63942812,,,0,NET14,SV,Feb 18 2024,sheets,moved address
1213,Lin Chen,NULL,+47 93616291,ES,Stockholm,130 26,Sveavägen 112,,2024/04/08,N,walk-in,returning,,,0,Milo,Mixed,NaN,,Evidensia,unknown,,,,25-12-2024,export_v2,
1214,SARA LIND,saralind414@email.com,+47 98789014,Spain,Nacka,,Storgatan 42,,Oct 17 2024,Yes,NULL,corporate,low,,3,Max,,04/05/2023,Karin 63608251,Evidensia,,No,prepay,,Oct 30 2023,sheets,
1215,olivia lind,oliviali965@email.com,+44 7293767948,Norway,Stockholm,120 17,,,2024-13-05,0,website,,unknown,,,Max,French Bulldog,01 Feb 2022,,Evidensia,up_to_date,yes,,,2025.02.12,export_v2,
1216,Jonas Nilsson,jonasnil950@outlook.com,,ES,Stockholm,173 63,Kungsgatan 88,Apt 78,2024-01-07,Y,walk-in,unknown,medium,,,,Dachshund,03/27/2023,,,NULL,no,,SV,12/11/2023,excel,NULL
1217,Luis P.,luispere132@email.com,+44 7874784405,Portugal,Huddinge,,Ringvägen 75,Apt 3,,N,walk-in,vip,medium,NaN,2,Rocky,Dachshund,06/11/2021,,Evidensia,NULL,,NaN,sv,06/12/2024,excel,moved address
1218,LIAM ANDERSSON,liamande67@outlook.com,,Sverige,n/a,159 65,,Apt 16,2024.02.06,yes,email,trial,medium,,,Max,Husky,,NaN,AniCura,,0,NET14,sv,2024-02-29,export_v1,allergic to peanuts
1219,Frida Karlsson,fridakar823@gmail.com,+34 668716883,UK,Solna,117 99,Skogsvägen 52,NaN,Nov 10 2023,0,email,new,low,7553.48,1 ,,,30/03/2023,NaN,Local Vet,n/a,FALSE,,,09-12-2023,export_v2,
1220,Karin Lund,karinlun255@gmail.com,,NaN,Täby,,Sveavägen 22,Apt 28,,Yes,instagram,VIP,medium,,,Luna,,23-04-2018,,Local Vet,,No,,es,2025.02.28,,
