customer_id,full_name,email,phone,country_clean,city_clean,postal_code,address_line1,address_line2,signup_date_clean,marketing_opt_in_clean,waiver_signed_clean,preferred_channel_clean,customer_type_clean,risk_flag_clean,language_clean,lifetime_value,pets_count,primary_pet_name,primary_pet_breed,primary_pet_dob,vet_provider,vaccination_status,notes
1026,Oscar Berg,oskarber667@gmail.com,+46 70 394 51 46,portugal,stockholm,122 63,,Apt 38,2024-08-29,,False,partner,new,high,es,,,,,29/02/2020,Evidensia,,prefers morning drop-off
1192,LIAM ANDERSSON,liamande403@outlook.com,+47 99537520,,sundbyberg,185 51,Birger Jarlsgatan 20,Floor 1,2024-08-30,False,False,website,corporate,medium,,1418.6,,Rocky,mix,2021/08/03,,,allergic to peanuts
2121,María López,maríalóp21@company.se,,sverige,huddinge,32795,,,2024-08-30,False,False,email,,low,en,,0,,MIXED,25 Dec 2019,,unknown,prefers morning drop-off
1046,Karin Lund,karinlun898@gmail.com,+47 94071377,,huddinge,53426,Sveavägen 75,,2024-08-31,False,True,partner,new,,,8449.55,,Milo,Dachshund,,,,
1105,Oscar Berg,oscarber321@gmail.com,+46 70 814 63 36,sverige,,,Parkvägen 54,,2024-09-04,False,False,,,low,,,1 ,,,16 Apr 2020,AniCura,expired,allergic to peanuts
1020,Sofia Andersson,sofiaand383@gmail.com,+47 96346644,spain,nacka,,Parkvägen 3,Floor 3,2024-09-11,,,,new,high,sv,2257.58,,,,16/02/2023,,,
1209,David Stone,davidsto777@company.se,,españa,solna,,,,2024-09-13,False,True,website,,medium,en,8170.96,,Bella,Dachshund,01/24/2024,Local Vet,expired,allergic to peanuts
1013, maría lopez ,maríalóp333@email.com,,sweden,täby,148 89,Birger Jarlsgatan 117,,2024-09-14,True,False,email,vip,,en,,3,Rocky,Chihuahua,10 May 2021,,unknown,
1137,Oscar Berg,oscarber830@gmail.com,,es,täby,56151,,Floor 2,2024-09-14,False,True,website,vip,low,sv,,1 ,Rocky,Labrador,06-07-2020,Local Vet,up_to_date,
1074,ella berg,ellaberg146@outlook.com,,españa,täby,71455,Ringvägen 43,,2024-09-15,True,True,walk-in,unknown,high,sv,,,,Chihuahua,2019-11-24,,up_to_date,
1079,Elin Svensson,elinsven140@company.se,+46 70 747 55 44,,nacka,32439,Kungsgatan 114,,2024-09-19,True,,,corporate,unknown,sv,,3,,,01 Mar 2018,,,moved address
1131,MIKAEL ÅSTROM,mikaelås792@company.se,+34 657380159,norway,stockholm,127 11,Skogsvägen 25,,2024-09-20,,,partner,vip,high,sv,,3,Luna,German Shepherd,03/09/2019,,,
1080,Mariam  Ali,mariamal643@email.com,+47 95975954,sweden,täby,,Parkvägen 15,Floor 8,2024-09-22,True,False,phone,returning,unknown,es,,2,Charlie,German Shepherd,,Evidensia,expired,prefers morning drop-off
1167,Luis Pérez,luispere582@gmail.com,+47 97494523,spain,nacka,,,Floor 9,2024-09-26,True,False,walk-in,unknown,,en,5085.92,1,Rocky,mix,2024/03/19,,unknown,moved address
2966, ELIN SVENSSON ,elinsven653@email.com,+47 91279750,spain,,,Birger Jarlsgatan 54,Apt 25,2024-09-28,True,False,walk-in,corporate,low,en,,1 ,,French Bulldog,,,,
1023,LIN CHEN,linchen129@outlook.com,,united kingdom,stockholm,,Parkvägen 74,,2024-10-03,True,True,phone,corporate,medium,,,3,Max,mix,09/03/2018,Local Vet,,allergic to peanuts
1055,ERIK HOLM,erikholm288@gmail.com,+47 94864570,norway,nacka,,,Apt 74,2024-10-03,True,,walk-in,,low,,,3,Bella,mix,07/03/2021,Evidensia,unknown,moved address
1111, noah eriksson ,noaherik618@outlook.com,+47 96646375,pt,nacka,17502,Parkvägen 1,Apt 52,2024-10-03,False,False,walk-in,vip,medium,en,,3,Charlie,Labrador,2021-08-12,,,moved address
1052,karin lund,karinlun658@gmail.com,,uk,sundbyberg,68400,Ringvägen 25,Apt 66,2024-10-05,True,False,,,,,,3,Max,Poodle,12 Jan 2024,,,
1118,María  López,maríalóp353@email.com,+46 70 342 16 96,norway,stockholm,,,,2024-10-05,False,True,email,returning,,sv,6711.38,two,,,08/18/2024,Local Vet,,
1153,Nora Hansen,norahans841@company.se,,pt,huddinge,138 64,Skogsvägen 11,Floor 4,2024-10-06,True,True,phone,trial,unknown,sv,,,Bella,Beagle,2024.06.06,Evidensia,expired,
1158,SARA LIND,saralind641@company.se,+44 7647122926,cn,nacka,22395,Sveavägen 82,Apt 25,2024-10-06,False,,phone,vip,high,es,,two,Milo,Chihuahua,05/11/2020,Evidensia,,
1200,Sofia Andersson,sofiaand221@company.se,+34 652376590,spain,,198 78,Storgatan 102,Apt 30,2024-10-10,True,False,instagram,unknown,,es,,1 ,Luna,German Shepherd,08/07/2020,,,
1202,liam  andersson,liamande822@email.com,,,sundbyberg,81758,Birger Jarlsgatan 113,Floor 4,2024-10-13,False,True,instagram,,medium,,,3,Milo,mix,01-12-2019,,,
1125,FATIMA KHAN,fatimakh322@outlook.com,+46 70 523 74 67,uk,stockholm,48097,Kungsgatan 73,Floor 8,2024-10-14,False,False,phone,corporate,unknown,en,,0,,mix,20 Mar 2019,AniCura,,
1154,Karin Lund,karinlun413@email.com,+34 675302094,cn,sundbyberg,157 96,,,2024-10-17,True,True,phone,unknown,,,,1,,Chihuahua,21/05/2019,,UPTODATE,moved address
1214,SARA LIND,saralind414@email.com,+47 98789014,spain,nacka,,Storgatan 42,,2024-10-17,True,False,,corporate,low,,,3,Max,,04/05/2023,Evidensia,,
1156,,oscarber146@gmail.com,+44 7592033623,,sundbyberg,53340,Sveavägen 73,Floor 3,2024-10-20,True,False,walk-in,vip,unknown,,,two,Luna,Chihuahua,2021.06.02,Evidensia,UPTODATE,allergic to peanuts
1017,Elin  Svensson,elinsven84@outlook.com,+34 669330166,sweden,sundbyberg,87743,,Apt 8,2024-10-21,True,True,website,vip,high,sv,2749.75,3,,French Bulldog,14 Jun 2019,Local Vet,up_to_date,
1018,emma  johansson,emmajoha203@gmail.com,,united kingdom,huddinge,,,,2024-10-24,False,True,walk-in,trial,low,,,0,Rocky,Mixed,,,,
1084,SARA LIND,saralind135@email.com,,spain,stockholm,195 25,Kungsgatan 89,,2024-10-25,True,True,email,,low,,,1,Max,Labrador,2023-10-05,,,
1162,Mariam Ali,mariamal803@email.com,+44 7679256785,se,sundbyberg,128 21,,Floor 3,2024-10-25,True,,phone,corporate,high,sv,,two,Max,Husky,,Evidensia,,moved address
1011,Fatima Khan,fatimakh27@email.com,+46 70 790 83 85,pt,nacka,86720,Skogsvägen 45,Floor 6,2024-10-25,False,True,website,corporate,,sv,,0,,Golden Retriever,12-07-2021,,unknown,moved address
1024,ANA GARCÍA,anagarci482@outlook.com,+47 95437118,no,stockholm,35513,Skogsvägen 65,Floor 5,2024-10-26,False,True,,new,,sv,,2,Luna,Poodle,03 Oct 2024,Local Vet,unknown,moved address
2651,ana garcia,anagarci248@company.se,,se,sundbyberg,,Skogsvägen 23,,2024-10-27,True,True,instagram,returning,high,sv,,two,Charlie,,2022-12-03,,expired,prefers morning drop-off
1128,oscar berg,oscarber650@outlook.com,+44 7363339926,spain,stockholm,,Storgatan 15,,2024-10-29,,False,website,new,,en,,,,MIXED,31 Mar 2018,,,invoice required
1051,ella berg,ellaberg464@email.com,,se,nacka,99803,,Apt 80,2024-11-05,False,True,partner,,unknown,en,,3,Luna,,11/02/2018,AniCura,unknown,allergic to peanuts
1141, Karin Lund ,karinlun953@gmail.com,,no,täby,29670,,Floor 9,2024-11-05,True,False,partner,vip,unknown,en,,1 ,,Beagle,,Evidensia,,
2811, Luis Perez ,luispere308@outlook.com,,sweden,sundbyberg,72797,,,2024-11-08,False,False,instagram,vip,unknown,,,,Bella,Poodle,,Local Vet,up_to_date,
1129,EMMA JOHANSSON,emmajoha970@company.se,,,huddinge,68478,Sveavägen 105,,2024-11-10,False,False,partner,vip,low,sv,4269.33,2,,Mixed,Oct 09 2024,,UPTODATE,moved address
1124,David Stone,davidsto100@outlook.com,,china,stockholm,,,Floor 4,2024-11-11,True,False,,trial,,es,,,Luna,Beagle,Apr 06 2021,,UPTODATE,invoice required
1014,JONAS NILSSON,jonasnil806@outlook.com,,sweden,solna,,Birger Jarlsgatan 109,,2024-11-15,True,True,walk-in,vip,high,en,,two,Charlie,Husky,Apr 13 2018,,,
1135,Ana G.,anagarci140@gmail.com,+46 70 755 29 48,es,stockholm,,Storgatan 67,Apt 14,2024-11-16,True,True,instagram,new,low,,,,Charlie,German Shepherd,2020.12.02,AniCura,UPTODATE,prefers morning drop-off
1040,Elin Svensson,elinsven661@email.com,+44 7793623149,china,sundbyberg,115 15,,Apt 51,2024-11-18,True,False,email,returning,high,en,,2,,French Bulldog,2018/05/22,,up_to_date,allergic to peanuts
1042,Fatima  Khan,fatimakh509@gmail.com,+46 70 179 40 54,spain,solna,18885,Sveavägen 101,Floor 8,2024-11-24,True,True,website,corporate,,sv,,,,MIXED,2024/06/25,AniCura,expired,
1088,ERIK  HOLM,erikholm155@outlook.com,+47 94415137,spain,huddinge,176 40,Storgatan 20,,2024-11-25,True,False,instagram,unknown,low,en,,0,,MIXED,02/11/2021,AniCura,up_to_date,prefers morning drop-off
1028,Maria Lopez,maríalóp229@email.com,+44 7671159367,españa,solna,135 34,Birger Jarlsgatan 79,Floor 2,2024-11-25,True,False,instagram,unknown,low,,2324.97,3,Charlie,German Shepherd,2020-06-08,,expired,invoice required
1097,SARA LIND,saralind733@gmail.com,+34 654002874,sverige,huddinge,154 62,Storgatan 55,,2024-11-25,True,False,instagram,trial,unknown,,,3,,Husky,29 Jun 2023,,,moved address
1117,Mikael ÅSTROM,mikaelås495@outlook.com,,united kingdom,,,Birger Jarlsgatan 43,,2024-11-26,True,False,instagram,new,low,sv,,1 ,Luna,Dachshund,05/32/2024,Local Vet,expired,
1068,erik holm,erikholm793@outlook.com,+44 7252728624,uk,stockholm,123 84,Birger Jarlsgatan 53,,2024-11-28,False,True,instagram,vip,,sv,,two,,,2019.04.13,,,
1092, Mikael Astrom ,mikaelås698@email.com,+44 7187040987,spain,täby,184 10,Birger Jarlsgatan 42,Floor 1,2024-11-29,True,True,phone,,low,en,,3,Milo,French Bulldog,,,expired,
1007,Sara Lind,saralind737@company.se,+34 673709724,uk,nacka,45992,Skogsvägen 31,Floor 6,2024-12-04,False,True,website,returning,,,,3,,Beagle,2024.02.01,,,
1059,Oscar Berg,oscarber569@company.se,+44 7289630619,china,huddinge,,Sveavägen 33,Floor 2,2024-12-06,True,False,walk-in,vip,high,es,4527.12,two,Rocky,,Jan 18 2022,,up_to_date,invoice required
1073,David Stone,davidsto966@company.se,+34 611089747,uk,stockholm,100 81,Parkvägen 31,Floor 7,2024-12-10,False,True,email,corporate,,sv,,1,,French Bulldog,10 Feb 2020,Local Vet,,
1173,Olivia Lind,oliviali782@email.com,+47 91145436,españa,solna,37919,,,2024-12-10,,True,phone,new,unknown,sv,,3,Max,,08/06/2022,Evidensia,,prefers morning drop-off
1036,Lin  Chen,linchen873@company.se,,se,nacka,,,Apt 47,2024-12-13,False,False,email,new,,,,,,mix,2019-01-25,Evidensia,,invoice required
1081,MARIAM ALI,mariamal136@company.se,+46 70 554 92 12,uk,huddinge,85851,,,2024-12-20,False,True,website,returning,high,,,,Bella,French Bulldog,17-12-2021,,expired,allergic to peanuts
1016,MARIAM ALI,mariamal848@company.se,+47 96243275,norway,stockholm,22219,Storgatan 96,,,True,False,partner,unknown,,,,0,Milo,Chihuahua,Jul 03 2021,,UPTODATE,
1019,Emma Johansson,emmajoha610@email.com,+44 7200344359,sverige,solna,143 72,Kungsgatan 20,Floor 9,,True,False,walk-in,vip,unknown,es,,1,,mix,2019.11.10,,expired,prefers morning drop-off
1053,Sara  Lind,saralind694@outlook.com,+46 70 111 80 81,sweden,sundbyberg,37752,,Apt 33,,True,False,email,vip,low,,,1 ,Max,Mixed,03-10-2018,Local Vet,UPTODATE,
1058,ella  berg,ellaberg691@outlook.com,+47 94666931,es,solna,194 40,Parkvägen 80,Apt 20,,False,True,email,trial,low,es,7260.32,2,Rocky,Husky,11-06-2024,Evidensia,,invoice required
1066,PEDRO  SILVA,pedrosil201@outlook.com,+47 95551832,es,nacka,51347,Parkvägen 65,Apt 72,,False,True,partner,vip,,en,,2,Rocky,Beagle,2021/05/23,,unknown,
1165,ahmed  ali,ahmedali789@outlook.com,+44 7453078170,,stockholm,,,Floor 2,,False,True,partner,vip,unknown,,,1 ,,Chihuahua,08/02/2019,,unknown,
1193,Nora Hansen,,+44 7212310447,españa,huddinge,,,,,True,False,instagram,trial,high,sv,,2,Rocky,Labrador,27/07/2022,,UPTODATE,
1199,Ana Garcia,anagarci713@email.com,,spain,stockholm,55738,Birger Jarlsgatan 72,,,True,True,website,vip,medium,,2225.09,1,Charlie,,03/20/2020,,UPTODATE,
1217,Luis P.,luispere132@email.com,+44 7874784405,portugal,huddinge,,Ringvägen 75,Apt 3,,False,,walk-in,vip,medium,sv,,2,Rocky,Dachshund,06/11/2021,Evidensia,,moved address
1220,Karin Lund,karinlun255@gmail.com,,,täby,,Sveavägen 22,Apt 28,,True,False,instagram,vip,medium,es,,,Luna,,23-04-2018,Local Vet,,
