booking_id,customer_email,customer_id,dog_name,dog_breed,dog_weight,notes,booking_date_clean,start_time_clean,end_time_clean,is_cancelled_clean,is_repeat_customer_clean,has_cancel_reason,service_std,service_code_clean,location_clean,channel_std,source_system_clean,dog_gender_std,temperament_clean,price,discount,tax_rate
229,,1193,Rocky,,,,2024-04-26,08:00:00,09:00:00,False,True,True,grooming,gr,sthlm,,export_v1,female,shy,40.0,0.0,0.25
230,davidsto391@company.se,1152,Luna,Chihuahua,,,2024-03-19,13:00:00,21:00:00,False,,False,grooming,gr,huddinge,instagram,,,,40.0,0.0,0.25
231,luispere513@gmail.com,2595,Max,Beagle,,,2024-02-27,08:00:00,,False,,False,grooming,gr,sundbyberg,partner,,,playful,40.0,0.1,0.25
232,mariamal895@email.com,1120,Bella,Golden Retriever,,late pickup fee applied,2024-01-23,08:00:00,09:00:00,False,,False,training,tr,stockholm,,excel,female,playful,35.0,0.1,0.25
233,oliviali817@company.se,1041,Coco,French Bulldog,34.6,late pickup fee applied,2024-06-01,16:00:00,17:00:00,True,True,False,nail_trim,nt,sthlm,walk_in,,female,playful,15.0,0.0,0.25
234,elinsven140@company.se,1079,Bella,Beagle,,,2024-01-06,09:00:00,17:00:00,,False,False,nail_trim,nt,,phone,sheets,,,15.0,0.0,0.25
237,linchen129@outlook.com,1023,Rocky,Labrador,,,2024-04-10,10:00:00,18:00:00,True,False,False,nail_trim,nt,stockholm,partner,sheets,male,reactive,15.0,0.0,0.25
239,mikaelås734@outlook.com,1210,Rocky,mix,,,2024-02-01,10:00:00,18:00:00,True,True,True,vet_shuttle,vs,sundbyberg,instagram,excel,male,anxious,20.0,5.0,0.25
240,,1193,,German Shepherd,,,2024-03-10,09:00:00,10:00:00,,,False,daycare,dc,stockholm,walk_in,export_v2,male,playful,25.0,0.0,0.25
242,oscarber650@outlook.com,1128,Charlie,,,first visit,2024-03-27,10:00:00,12:00:00,True,,True,vet_shuttle,,huddinge,,pos_export,male,shy,20.0,10.0,0.25
243,saralind838@email.com,1030,,MIXED,,,2024-04-10,10:00:00,12:00:00,False,True,True,vet_shuttle,vs,stockholm,instagram,,male,,,0.0,0.25
244,pedrosil633@company.se,1159,Rocky,Beagle,,,2024-02-14,09:00:00,11:00:00,True,,False,grooming,gr,sthlm,instagram,export_v1,male,reactive,40.0,0.0,0.25
246,,1193,Rocky,Labrador,,late pickup fee applied,2024-02-24,08:00:00,16:00:00,False,,False,grooming,gr,nacka,email,export_v1,male,calm,40.0,5.0,0.25
248,,1193,Luna,Labrador,,,2024-04-14,16:00:00,00:00:00,,,False,daycare,dc,stockholm,phone,pos_export,male,shy,25.0,0.0,0.25
251,fatimakh322@outlook.com,1125,Coco,French Bulldog,,VIP,2024-02-14,13:00:00,21:00:00,True,False,False,vet_shuttle,,,instagram,sheets,male,aggressive,20.0,10.0,0.25
252,luispere745@outlook.com,2475,Milo,mix,,,2024-03-02,09:00:00,10:00:00,True,True,False,vet_shuttle,vs,,instagram,sheets,male,playful,20.0,0.0,0.25
253,luispere308@outlook.com,2811,,Poodle,,,2024-04-26,08:00:00,16:00:00,True,True,False,training,tr,stockholm,email,export_v2,male,,35.0,0.0,0.25
254,mariamal848@company.se,1016,,MIXED,27.4,,2024-08-04,10:00:00,12:00:00,False,,False,nail_trim,nt,nacka,,,,shy,15.0,5.0,0.25
256,,1193,,Husky,,,2024-03-26,09:00:00,11:00:00,True,False,True,daycare,dc,nacka,,pos_export,,,25.0,0.0,0.25
257,ahmedali594@email.com,1004,,German Shepherd,,late pickup fee applied,2024-10-04,10:00:00,11:00:00,True,True,True,grooming,,huddinge,,sheets,female,playful,40.0,0.0,0.25
260,liamande403@outlook.com,1192,Charlie,Beagle,,first visit,2024-02-05,10:00:00,12:00:00,True,,False,vet_shuttle,vs,,instagram,,female,,20.0,0.0,0.25
261,ahmedali167@company.se,1191,Luna,MIXED,13.8,,2024-01-07,10:00:00,12:00:00,True,False,False,vet_shuttle,vs,sundbyberg,walk_in,export_v1,,anxious,20.0,0.0,0.25
262,sofiaand383@gmail.com,1020,,Labrador,31.6,first visit,2024-04-12,,09:00:00,False,,False,daycare,,sthlm,email,pos_export,male,playful,25.0,0.0,0.25
263,fatimakh509@gmail.com,1042,,Golden Retriever,39.8,,2024-03-25,13:00:00,15:00:00,,False,False,nail_trim,nt,nacka,partner,pos_export,male,,15.0,5.0,0.25
264,ahmedali594@email.com,1004,Milo,,,late pickup fee applied,2024-01-06,13:00:00,,True,False,True,nail_trim,nt,stockholm,walk_in,export_v2,,shy,,5.0,0.25
265,davidsto898@outlook.com,1002,,MIXED,,VIP,2024-03-17,16:00:00,17:00:00,False,,False,training,tr,solna,walk_in,excel,male,,35.0,0.0,0.25
266,pedrosil633@company.se,1159,,Dachshund,,first visit,2024-01-29,19:00:00,11:00:00,True,,True,boarding,bd,,phone,pos_export,,,60.0,0.0,0.25
268,,1193,Coco,mix,,first visit,2024-09-03,10:00:00,18:00:00,True,True,False,daycare,dc,huddinge,partner,form,female,calm,25.0,0.0,0.25
270,fridakar22@company.se,1187,,Poodle,10.4,late pickup fee applied,2024-02-16,09:00:00,17:00:00,,,True,daycare,dc,solna,partner,export_v2,male,playful,25.0,0.0,0.25
271,linchen873@company.se,1036,Luna,Chihuahua,,,2024-04-02,09:00:00,10:00:00,True,False,True,nail_trim,nt,solna,partner,excel,,anxious,,0.0,0.25
272,linchen811@email.com,1083,Rocky,French Bulldog,,first visit,2024-02-11,08:00:00,16:00:00,True,,True,vet_shuttle,vs,sthlm,partner,,male,,20.0,5.0,0.25
273,pedrosil440@email.com,1194,Coco,Golden Retriever,,VIP,2024-04-29,16:00:00,00:00:00,False,True,True,training,tr,täby,,export_v1,female,,35.0,0.0,0.25
274,oskarber109@gmail.com,1143,Milo,French Bulldog,,,2024-04-01,13:00:00,15:00:00,False,,True,nail_trim,nt,stockholm,instagram,pos_export,female,,15.0,0.1,0.25
276,linchen450@email.com,1057,,Husky,,,2024-02-17,09:00:00,17:00:00,True,True,True,nail_trim,nt,stockholm,instagram,form,,aggressive,15.0,0.0,0.25
277,oliviali438@outlook.com,1122,Milo,Labrador,,,2024-02-24,16:00:00,18:00:00,False,True,False,vet_shuttle,vs,huddinge,phone,excel,female,playful,20.0,0.0,0.25
280,mikaelås584@company.se,1009,Max,Poodle,,late pickup fee applied,2024-01-14,09:00:00,10:00:00,,False,False,grooming,gr,sthlm,partner,form,female,calm,40.0,0.0,0.25
282,ahmedali594@email.com,1004,,Chihuahua,,late pickup fee applied,2024-04-15,09:00:00,10:00:00,True,False,False,daycare,dc,sthlm,partner,export_v1,,shy,25.0,0.0,0.25
283,maríalóp333@email.com,1013,Milo,German Shepherd,20.1,,2024-03-31,10:00:00,,True,,False,training,tr,stockholm,email,,,playful,35.0,0.1,0.25
284,erikholm220@email.com,1170,Rocky,Husky,,,2024-04-15,09:00:00,17:00:00,False,False,True,nail_trim,nt,sthlm,partner,pos_export,male,,15.0,0.1,0.25
285,pedrosil754@gmail.com,1022,Charlie,Chihuahua,,,2024-10-03,09:00:00,17:00:00,True,True,False,daycare,dc,huddinge,instagram,export_v2,female,shy,25.0,0.0,0.25
286,noaherik618@outlook.com,1111,,,,,2024-01-18,16:00:00,00:00:00,,True,False,training,,sthlm,phone,export_v2,female,calm,35.0,5.0,0.25
287,norahans581@company.se,1140,Bella,,,,2024-04-21,13:00:00,14:00:00,,,True,training,tr,stockholm,walk_in,,male,reactive,35.0,5.0,0.25
288,ahmedali594@email.com,1004,Milo,French Bulldog,,first visit,2024-04-28,08:00:00,10:00:00,,False,True,nail_trim,nt,täby,walk_in,sheets,male,anxious,15.0,0.1,0.25
290,maríalóp229@email.com,1028,Max,,43.0,,2024-04-23,13:00:00,21:00:00,False,True,True,daycare,dc,nacka,instagram,export_v2,,calm,25.0,0.0,0.25
291,ellaberg952@outlook.com,1112,Milo,Golden Retriever,,,2024-04-24,08:00:00,10:00:00,True,True,False,nail_trim,nt,,instagram,form,male,,15.0,5.0,0.25
293,karinlun871@gmail.com,1180,Coco,,12.4,,2024-04-05,10:00:00,18:00:00,True,True,False,vet_shuttle,vs,sundbyberg,instagram,export_v1,male,,20.0,5.0,0.25
294,linchen811@email.com,1083,,MIXED,,,2024-02-14,09:00:00,17:00:00,False,,True,daycare,dc,,partner,sheets,,playful,25.0,0.0,0.25
295,fridakar823@gmail.com,1219,Bella,,,,2024-01-08,09:00:00,10:00:00,False,,False,training,tr,solna,,,male,playful,,0.0,0.25
296,,1193,,French Bulldog,,,2024-02-06,13:00:00,14:00:00,,,True,,dc,,email,export_v2,,anxious,25.0,0.0,0.25
297,mariamal136@company.se,1081,Milo,,,first visit,2024-04-15,19:00:00,11:00:00,True,,False,boarding,bd,solna,email,excel,female,playful,60.0,0.0,0.25
298,emmajoha970@company.se,1129,Coco,Beagle,,,2024-04-22,16:00:00,17:00:00,False,True,False,training,tr,sundbyberg,website,,female,playful,35.0,0.0,0.25
299,oscarber569@company.se,1059,Charlie,MIXED,38.0,,2024-01-04,08:00:00,09:00:00,False,True,True,vet_shuttle,vs,huddinge,partner,form,,reactive,20.0,0.0,0.25
300,fatimakh27@email.com,1011,Charlie,Poodle,6.7,late pickup fee applied,2024-03-12,13:00:00,15:00:00,False,,False,vet_shuttle,,,walk_in,,male,aggressive,20.0,0.1,0.25
301,emmajoha610@email.com,1019,Max,French Bulldog,,VIP,2024-08-01,10:00:00,11:00:00,,True,True,daycare,,,instagram,sheets,,shy,60.0,0.1,0.25
303,ahmedali255@outlook.com,1037,Rocky,MIXED,,first visit,2024-04-14,09:00:00,17:00:00,False,True,False,daycare,dc,stockholm,partner,excel,female,anxious,25.0,0.0,0.25
304,davidsto285@company.se,1008,,Dachshund,,late pickup fee applied,2024-01-13,,10:00:00,,,False,grooming,,,email,export_v1,male,,40.0,5.0,0.25
305,mariamal755@email.com,1001,Milo,Beagle,,VIP,2024-10-03,19:00:00,10:00:00,,False,False,boarding,bd,sundbyberg,partner,pos_export,male,,60.0,0.1,0.25
306,pedrosil633@company.se,1159,Rocky,MIXED,,,2024-03-09,10:00:00,12:00:00,True,True,False,training,tr,täby,instagram,sheets,male,aggressive,35.0,0.0,0.25
308,,1193,Charlie,Poodle,42.9,,2024-02-14,18:00:00,10:00:00,,,True,boarding,bd,sthlm,instagram,pos_export,female,,60.0,0.0,0.25
309,,1193,Bella,,,late pickup fee applied,2024-02-22,18:00:00,09:00:00,True,True,False,boarding,bd,stockholm,instagram,export_v2,male,,60.0,0.0,0.25
311,erikholm288@gmail.com,1055,Rocky,,,late pickup fee applied,2024-02-04,16:00:00,00:00:00,True,False,True,daycare,dc,sundbyberg,instagram,export_v1,,playful,25.0,0.1,0.25
312,,1193,Charlie,Mixed,25.8,,2024-05-04,19:00:00,11:00:00,True,,True,boarding,,sundbyberg,email,sheets,male,,,0.0,0.25
313,fatimakh509@gmail.com,1042,,Poodle,,,2024-02-05,09:00:00,10:00:00,True,False,False,training,tr,stockholm,website,,male,,35.0,5.0,0.25
314,norahans647@email.com,1054,Coco,,35.3,first visit,2024-04-28,16:00:00,00:00:00,True,,False,grooming,gr,sthlm,email,export_v1,female,anxious,40.0,0.0,0.25
315,davidsto731@email.com,1102,Max,mix,,,2024-01-18,19:00:00,11:00:00,,True,False,boarding,bd,sundbyberg,website,form,,anxious,60.0,5.0,0.25
318,liamande293@outlook.com,1044,Charlie,French Bulldog,,VIP,2024-02-08,09:00:00,17:00:00,False,,True,daycare,dc,stockholm,instagram,export_v1,male,,25.0,0.0,0.25
321,,1193,,Mixed,36.8,first visit,2024-04-25,17:30:00,09:30:00,True,,False,boarding,bd,solna,email,excel,female,reactive,60.0,0.0,0.25
322,oskarber957@company.se,1211,Rocky,Golden Retriever,,,2024-02-09,10:00:00,18:00:00,,,False,nail_trim,nt,huddinge,instagram,excel,,calm,15.0,0.0,0.25
324,fatimakh27@email.com,1011,Coco,,,VIP,2024-02-04,16:00:00,17:00:00,,True,False,nail_trim,nt,,instagram,export_v1,,shy,15.0,0.1,0.25
325,noaherik618@outlook.com,1111,,Chihuahua,,first visit,2024-02-22,09:00:00,,False,,False,grooming,gr,täby,instagram,,,,40.0,0.0,0.25
326,sofiaand383@gmail.com,1020,Milo,French Bulldog,,,2024-02-19,09:00:00,11:00:00,False,False,False,training,tr,stockholm,instagram,export_v1,male,,35.0,0.0,0.25
327,jonasnil671@email.com,1145,Max,MIXED,,,2024-03-21,16:00:00,00:00:00,True,False,False,grooming,gr,stockholm,,export_v1,male,aggressive,40.0,0.0,0.25
328,,1193,Bella,,,late pickup fee applied,2024-03-18,08:00:00,16:00:00,,True,True,nail_trim,,huddinge,,export_v2,male,,15.0,0.1,0.25
330,norahans647@email.com,1054,Milo,Dachshund,,,2024-01-25,18:00:00,09:00:00,True,True,True,boarding,,sundbyberg,phone,excel,male,calm,60.0,5.0,0.25
331,sofiaand221@company.se,1200,Coco,Golden Retriever,4.3,VIP,2024-07-04,09:00:00,10:00:00,True,True,False,daycare,dc,stockholm,phone,pos_export,male,,25.0,0.0,0.25
332,jonasnil671@email.com,1145,,Chihuahua,8.0,first visit,2024-11-01,09:00:00,10:00:00,False,,False,training,tr,,walk_in,export_v1,,calm,35.0,10.0,0.25
333,oscarber650@outlook.com,1128,Max,Husky,29.1,,2024-07-01,09:00:00,10:00:00,False,True,True,grooming,gr,sthlm,website,sheets,,shy,40.0,10.0,0.25
334,mikaelås584@company.se,1009,Rocky,Chihuahua,,,2024-02-24,17:30:00,09:30:00,,False,False,boarding,bd,,phone,pos_export,,playful,60.0,0.0,0.25
335,luispere582@gmail.com,1167,Milo,Golden Retriever,,,2024-01-29,08:00:00,16:00:00,True,True,True,,,stockholm,instagram,sheets,,,35.0,0.0,0.25
336,,1193,Milo,,,first visit,2024-04-01,10:00:00,11:00:00,,,True,nail_trim,nt,huddinge,,export_v1,female,shy,,0.0,0.25
337,oscarber281@gmail.com,1106,Max,Poodle,,late pickup fee applied,2024-04-23,09:00:00,17:00:00,,,False,grooming,,,website,export_v1,female,anxious,40.0,0.0,0.25
338,linchen450@email.com,1057,Milo,,,,2024-02-14,08:00:00,10:00:00,True,,False,daycare,dc,täby,,,male,aggressive,25.0,0.0,0.25
340,fridakar22@company.se,1187,Milo,Chihuahua,32.7,late pickup fee applied,2024-03-21,10:00:00,11:00:00,True,,False,grooming,gr,nacka,website,pos_export,,reactive,40.0,0.0,0.25
342,jonasnil950@outlook.com,1216,Charlie,,27.2,,2024-03-13,13:00:00,14:00:00,,,False,training,tr,huddinge,partner,pos_export,female,,,0.0,0.25
343,karinlun374@outlook.com,1174,Milo,Beagle,,first visit,2024-01-29,08:00:00,10:00:00,False,False,False,vet_shuttle,vs,sthlm,email,excel,male,,20.0,0.0,0.25
344,luispere513@gmail.com,2595,Coco,,,,2024-02-27,13:00:00,15:00:00,False,False,False,grooming,gr,,instagram,pos_export,female,calm,40.0,0.0,0.25
346,sofiaand369@gmail.com,1172,Rocky,,,late pickup fee applied,2024-04-29,13:00:00,21:00:00,,False,False,daycare,dc,huddinge,website,pos_export,,reactive,25.0,0.0,0.25
347,linchen129@outlook.com,1023,Bella,Husky,,,2024-01-16,10:00:00,,True,True,False,grooming,gr,sundbyberg,website,export_v1,,shy,40.0,0.0,0.25
348,liamande822@email.com,1202,,,,late pickup fee applied,2024-03-03,08:00:00,10:00:00,False,True,False,daycare,,,walk_in,pos_export,male,anxious,,0.0,0.25
349,fridakar136@outlook.com,1208,Rocky,,,,2024-12-04,,21:00:00,False,,True,training,tr,huddinge,instagram,form,female,,35.0,0.0,0.25
350,elinsven84@outlook.com,1017,Luna,Poodle,,,2024-02-01,16:00:00,17:00:00,,False,False,vet_shuttle,vs,stockholm,phone,,male,anxious,20.0,0.0,0.25
351,,1193,Bella,,,,2024-01-01,13:00:00,,True,False,False,vet_shuttle,vs,solna,email,export_v1,,playful,20.0,0.0,0.25
352,ellaberg691@outlook.com,1058,Luna,mix,,first visit,2024-08-01,08:00:00,09:00:00,False,,False,grooming,gr,,email,,,calm,40.0,0.0,0.25
353,,1193,,Husky,,VIP,2024-04-20,19:00:00,11:00:00,False,True,True,boarding,bd,täby,instagram,sheets,female,reactive,60.0,0.0,0.25
354,,1193,,,,,2024-01-28,17:30:00,08:30:00,,True,False,boarding,bd,nacka,walk_in,export_v2,male,aggressive,60.0,0.0,0.25
355,davidsto731@email.com,1102,Bella,French Bulldog,,,2024-03-20,16:00:00,18:00:00,False,,False,vet_shuttle,vs,,instagram,pos_export,,playful,,0.0,0.25
356,elinsven604@outlook.com,1119,Max,,,late pickup fee applied,2024-04-22,17:30:00,08:30:00,,,False,boarding,bd,,instagram,form,,,60.0,5.0,0.25
358,fridakar224@outlook.com,1104,Charlie,,,,2024-01-15,19:00:00,11:00:00,True,False,True,boarding,bd,stockholm,,export_v2,male,,,0.0,0.25
359,saralind687@company.se,1034,Bella,Husky,,late pickup fee applied,2024-03-11,09:00:00,11:00:00,False,,False,daycare,dc,stockholm,email,,male,,25.0,0.0,0.25
360,fridakar22@company.se,1187,Milo,French Bulldog,,,2024-04-14,16:00:00,18:00:00,True,False,True,daycare,dc,huddinge,,pos_export,female,aggressive,25.0,5.0,0.25
361,mariamal123@company.se,1204,,German Shepherd,,first visit,2024-04-27,10:00:00,18:00:00,False,True,True,training,tr,sthlm,email,sheets,,anxious,35.0,0.0,0.25
363,davidsto898@outlook.com,1002,,Golden Retriever,,,2024-02-28,10:00:00,18:00:00,False,False,True,grooming,gr,nacka,phone,excel,male,aggressive,40.0,0.0,0.25
364,,1193,Bella,Husky,,VIP,2024-11-04,08:00:00,10:00:00,,,True,training,tr,täby,website,sheets,male,anxious,35.0,0.0,0.25
365,ahmedali956@outlook.com,1134,Max,Golden Retriever,,,2024-01-13,10:00:00,11:00:00,,False,False,daycare,dc,stockholm,website,form,,,25.0,0.1,0.25
366,norahans841@company.se,1153,Bella,MIXED,16.1,,2024-02-06,09:00:00,,True,,True,vet_shuttle,vs,stockholm,phone,export_v1,female,reactive,20.0,10.0,0.25
368,saralind641@company.se,1158,,Mixed,,VIP,2024-03-25,16:00:00,17:00:00,False,,False,vet_shuttle,vs,stockholm,instagram,pos_export,,playful,20.0,0.0,0.25
369,sofiaand369@gmail.com,1172,Bella,Mixed,,first visit,2024-01-22,16:00:00,00:00:00,False,True,False,daycare,dc,huddinge,,excel,,aggressive,,10.0,0.25
370,,1193,Milo,,,late pickup fee applied,2024-04-15,13:00:00,21:00:00,True,False,False,grooming,gr,,,,,shy,,0.0,0.25
371,mariamal123@company.se,1204,Bella,,,,2024-01-14,09:00:00,17:00:00,True,False,False,training,tr,sundbyberg,email,export_v2,male,,35.0,0.0,0.25
372,jonasnil31@outlook.com,2554,,German Shepherd,38.9,,2024-03-09,13:00:00,14:00:00,True,,False,training,tr,täby,instagram,,female,playful,35.0,0.0,0.25
373,elinsven653@email.com,2966,Milo,Chihuahua,,VIP,2024-02-22,10:00:00,12:00:00,False,,False,vet_shuttle,vs,stockholm,instagram,form,,,20.0,0.0,0.25
374,liamande293@outlook.com,1044,Coco,Dachshund,,late pickup fee applied,2024-04-26,16:00:00,17:00:00,False,True,False,grooming,gr,sundbyberg,instagram,excel,female,anxious,40.0,0.0,0.25
375,ahmedali789@outlook.com,1165,Coco,Poodle,,,,,17:00:00,,,False,nail_trim,nt,,walk_in,export_v2,female,playful,15.0,5.0,0.25
376,liamande101@company.se,1201,,Dachshund,,,2024-02-26,16:00:00,00:00:00,True,,True,,tr,,phone,export_v1,female,anxious,35.0,0.0,0.25
377,,1193,,German Shepherd,,VIP,2024-02-27,16:00:00,17:00:00,,False,False,nail_trim,nt,solna,,form,,calm,15.0,0.0,0.25
379,liamande822@email.com,1202,Rocky,Mixed,43.5,late pickup fee applied,2024-01-28,08:00:00,,False,True,False,vet_shuttle,vs,solna,website,,,aggressive,20.0,5.0,0.25
380,saralind733@gmail.com,1097,,Poodle,,first visit,2024-02-24,09:00:00,10:00:00,,True,False,training,tr,stockholm,email,sheets,,,35.0,0.0,0.25
383,fatimakh971@email.com,1025,Coco,mix,,late pickup fee applied,2024-02-05,08:00:00,,,True,False,daycare,dc,täby,instagram,export_v2,,reactive,25.0,0.0,0.25
384,karinlun841@email.com,1049,Charlie,MIXED,,,2024-02-28,09:00:00,11:00:00,True,,True,daycare,dc,huddinge,phone,sheets,,shy,25.0,0.0,0.25
385,anagarci713@email.com,1199,Luna,,,VIP,2024-03-20,18:00:00,10:00:00,,True,False,boarding,bd,nacka,instagram,excel,female,anxious,60.0,5.0,0.25
386,elinsven653@email.com,2966,Max,Poodle,,,2024-02-03,16:00:00,17:00:00,,,True,grooming,gr,stockholm,,,male,,40.0,0.0,0.25
388,ellaberg709@gmail.com,1078,Bella,,,first visit,2024-04-24,09:00:00,10:00:00,True,False,True,,nt,sthlm,phone,,male,shy,15.0,5.0,0.25
389,fridakar224@outlook.com,1104,Charlie,,,,2024-04-11,08:00:00,16:00:00,,,True,vet_shuttle,vs,täby,,form,male,playful,20.0,10.0,0.25
390,saralind135@email.com,1084,Max,German Shepherd,,,2024-04-27,09:00:00,10:00:00,,,False,vet_shuttle,,,,form,female,playful,20.0,5.0,0.25
392,noaherik618@outlook.com,1111,,mix,9.1,first visit,2024-02-27,17:30:00,09:30:00,True,,True,boarding,,nacka,email,form,,,60.0,5.0,0.25
393,,1193,Bella,Dachshund,,late pickup fee applied,2024-02-02,17:30:00,09:30:00,False,True,False,boarding,bd,huddinge,email,,male,shy,60.0,0.0,0.25
394,,1193,,Golden Retriever,7.5,first visit,2024-02-22,09:00:00,11:00:00,False,,True,daycare,dc,,walk_in,form,female,,25.0,0.0,0.25
395,saralind694@outlook.com,1053,,Labrador,,late pickup fee applied,2024-02-11,,10:00:00,False,False,True,grooming,gr,solna,partner,,,,40.0,0.0,0.25
397,mikaelås460@gmail.com,1109,,,,,2024-04-16,08:00:00,10:00:00,False,True,False,vet_shuttle,vs,stockholm,instagram,export_v1,female,,20.0,0.0,0.25
398,saralind687@company.se,1034,Coco,Husky,18.4,first visit,2024-03-24,10:00:00,11:00:00,,True,False,training,tr,solna,website,export_v2,,,60.0,0.0,0.25
399,anagarci844@company.se,1015,Milo,,,VIP,2024-02-16,08:00:00,,True,False,False,nail_trim,nt,stockholm,,excel,male,,15.0,0.1,0.25
401,noaherik618@outlook.com,1111,,French Bulldog,,,2024-02-02,,10:00:00,True,True,False,vet_shuttle,vs,,walk_in,export_v1,,playful,20.0,0.0,0.25
402,,1193,Rocky,Mixed,,first visit,2024-07-04,08:00:00,10:00:00,,False,False,training,tr,,instagram,export_v2,male,playful,35.0,10.0,0.25
403,,1193,Milo,Mixed,,first visit,2024-06-01,16:00:00,00:00:00,,False,True,training,tr,solna,phone,form,male,,35.0,0.0,0.25
404,pedrosil440@email.com,1194,,Mixed,22.1,first visit,2024-01-16,19:00:00,10:00:00,False,False,True,boarding,bd,sthlm,phone,export_v2,female,shy,60.0,0.0,0.25
405,maríalóp527@gmail.com,1085,Milo,MIXED,,,2024-01-15,10:00:00,18:00:00,,,True,vet_shuttle,vs,solna,partner,export_v1,male,,20.0,0.1,0.25
409,jonasnil950@outlook.com,1216,Max,,,VIP,2024-02-15,10:00:00,12:00:00,False,False,True,grooming,gr,stockholm,instagram,pos_export,male,shy,,0.0,0.25
410,ellaberg146@outlook.com,1074,Luna,,,,2024-02-18,13:00:00,14:00:00,,True,False,training,tr,solna,phone,sheets,male,,35.0,5.0,0.25
412,pedrosil686@company.se,1179,Luna,Mixed,,first visit,,13:00:00,14:00:00,,False,True,vet_shuttle,vs,nacka,instagram,form,male,reactive,20.0,5.0,0.25
413,fridakar136@outlook.com,1208,Charlie,Poodle,,late pickup fee applied,2024-01-14,,11:00:00,True,True,True,vet_shuttle,vs,sundbyberg,website,excel,,anxious,20.0,0.0,0.25
414,,1193,Rocky,mix,,first visit,2024-04-15,16:00:00,17:00:00,False,True,True,nail_trim,nt,,walk_in,,,anxious,15.0,0.1,0.25
415,anagarci91@email.com,1175,,MIXED,,,2024-02-29,10:00:00,11:00:00,False,False,False,daycare,dc,nacka,,,female,anxious,,0.0,0.25
416,saralind737@company.se,1007,Charlie,Chihuahua,,,2024-12-02,17:30:00,09:30:00,True,False,True,boarding,bd,,,sheets,female,calm,60.0,5.0,0.25
418,linchen129@outlook.com,1023,Coco,Mixed,,,2024-03-12,08:00:00,10:00:00,True,True,False,grooming,gr,sundbyberg,partner,form,male,anxious,40.0,0.0,0.25
419,karinlun255@gmail.com,1220,Charlie,Dachshund,,,2024-01-14,09:00:00,17:00:00,False,,False,vet_shuttle,vs,täby,,export_v2,,,20.0,5.0,0.25
421,fatimakh509@gmail.com,1042,Coco,Beagle,,VIP,2024-04-15,10:00:00,12:00:00,True,,True,training,tr,solna,walk_in,pos_export,female,playful,35.0,0.0,0.25
425,luispere582@gmail.com,1167,Luna,Dachshund,,late pickup fee applied,2024-03-23,16:00:00,17:00:00,False,,False,training,tr,stockholm,instagram,excel,female,calm,35.0,0.0,0.25
426,norahans841@company.se,1153,,Husky,,,2024-01-23,19:00:00,10:00:00,,True,False,boarding,bd,stockholm,,excel,male,calm,60.0,0.1,0.25
427,,1193,Max,Golden Retriever,,first visit,2024-02-21,09:00:00,11:00:00,True,,True,daycare,dc,sthlm,,pos_export,male,aggressive,25.0,0.0,0.25
429,jonasnil806@outlook.com,1014,Rocky,,,,2024-02-29,16:00:00,17:00:00,,,False,training,tr,stockholm,instagram,sheets,male,playful,35.0,0.0,0.25
430,elinsven653@email.com,2966,Luna,,,,2024-01-19,10:00:00,12:00:00,False,False,True,daycare,dc,nacka,instagram,excel,male,playful,,0.0,0.25
432,sofiaand316@company.se,1185,,,,VIP,2024-01-03,09:00:00,10:00:00,,True,False,nail_trim,nt,täby,instagram,pos_export,,playful,15.0,0.0,0.25
434,oliviali965@email.com,1215,,Husky,6.1,first visit,,09:00:00,,False,,False,nail_trim,nt,huddinge,instagram,excel,female,playful,15.0,0.0,0.25
435,fatimakh971@email.com,1025,Bella,,,late pickup fee applied,2024-02-17,13:00:00,14:00:00,True,,False,daycare,dc,,instagram,pos_export,female,aggressive,25.0,0.0,0.25
436,,1193,Max,,,late pickup fee applied,2024-02-01,16:00:00,17:00:00,True,True,False,vet_shuttle,vs,solna,email,,,,,0.0,0.25
438,fatimakh971@email.com,1025,,Mixed,,late pickup fee applied,2024-01-22,13:00:00,15:00:00,,True,True,grooming,gr,huddinge,walk_in,,,shy,40.0,5.0,0.25
439,anagarci482@outlook.com,1024,Luna,Golden Retriever,,VIP,2024-06-03,10:00:00,18:00:00,True,,False,vet_shuttle,vs,stockholm,walk_in,export_v1,,reactive,20.0,0.1,0.25
440,elinsven491@email.com,1082,,Poodle,,late pickup fee applied,2024-04-19,19:00:00,11:00:00,True,False,False,boarding,bd,stockholm,walk_in,,,anxious,60.0,5.0,0.25
441,pedrosil440@email.com,1194,Bella,mix,,,2024-01-14,16:00:00,00:00:00,False,True,False,training,tr,huddinge,email,sheets,female,calm,35.0,0.0,0.25
442,,1193,Charlie,Chihuahua,,first visit,2024-01-12,10:00:00,12:00:00,False,,False,,dc,,phone,export_v1,,playful,25.0,0.0,0.25
443,,1193,Charlie,Chihuahua,,VIP,2024-11-01,10:00:00,,False,True,True,training,,stockholm,instagram,pos_export,male,playful,35.0,0.0,0.25
445,,1193,Rocky,Labrador,,,2024-02-11,,09:00:00,,False,False,,,solna,partner,sheets,female,aggressive,20.0,5.0,0.25
446,,1193,Coco,Mixed,,,2024-04-02,18:00:00,10:00:00,False,,False,boarding,bd,stockholm,instagram,,female,anxious,60.0,0.1,0.25
